date,channelGrouping,sessions
2016-07-25,Organic Search,114
2016-07-25,Paid Search,35
2016-07-25,Referral,5
2016-07-25,Social,12
2016-07-26,(Other),33
2016-07-26,Direct,63
2016-07-26,Display,2
2016-07-26,Organic Search,145
2016-07-26,Paid Search,36
2016-07-26,Referral,9
2016-07-26,Social,90
2016-07-27,(Other),36
2016-07-27,Direct,53
2016-07-27,Display,2
2016-07-27,Organic Search,134
2016-07-27,Paid Search,38
2016-07-27,Referral,10
2016-07-27,Social,35
2016-07-28,(Other),22
2016-07-28,Direct,48
2016-07-28,Display,1
2016-07-28,Email,1
2016-07-28,Organic Search,113
2016-07-28,Paid Search,41
2016-07-28,Referral,12
2016-07-28,Social,52
2016-07-29,(Other),23
2016-07-29,Direct,38
2016-07-29,Display,2
2016-07-29,Organic Search,106
2016-07-29,Paid Search,27
2016-07-29,Referral,6
2016-07-29,Social,52
2016-07-30,(Other),6
2016-07-30,Direct,26
2016-07-30,Organic Search,57
2016-07-30,Paid Search,14
2016-07-30,Referral,8
2016-07-30,Social,13
2016-07-31,(Other),4
2016-07-31,Direct,18
2016-07-31,Organic Search,45
2016-07-31,Paid Search,19
2016-07-31,Referral,6
2016-07-31,Social,19
2016-08-01,(Other),26
2016-08-01,Direct,47
2016-08-01,Display,2
2016-08-01,Organic Search,191
2016-08-01,Paid Search,37
2016-08-01,Referral,9
2016-08-01,Social,28
2016-08-02,(Other),34
2016-08-02,Direct,70
2016-08-02,Display,4
2016-08-02,Organic Search,130
2016-08-02,Paid Search,44
2016-08-02,Referral,14
2016-08-02,Social,56
2016-08-03,(Other),35
2016-08-03,Direct,51
2016-08-03,Display,1
2016-08-03,Organic Search,117
2016-08-03,Paid Search,33
2016-08-03,Referral,13
2016-08-03,Social,26
2016-08-04,(Other),30
2016-08-04,Direct,44
2016-08-04,Display,1
2016-08-04,Organic Search,108
2016-08-04,Paid Search,31
2016-08-04,Referral,12
2016-08-04,Social,29
2016-08-05,(Other),11
2016-08-05,Direct,36
2016-08-05,Display,1
2016-08-05,Organic Search,104
2016-08-05,Paid Search,33
2016-08-05,Referral,2
2016-08-05,Social,17
2016-08-06,(Other),17
2016-08-06,Direct,22
2016-08-06,Organic Search,34
2016-08-06,Paid Search,25
2016-08-06,Referral,6
2016-08-06,Social,11
2016-08-07,(Other),5
2016-08-07,Direct,32
2016-08-07,Organic Search,37
2016-08-07,Paid Search,13
2016-08-07,Referral,3
2016-08-07,Social,3
2016-08-08,(Other),38
2016-08-08,Direct,71
2016-08-08,Display,3
2016-08-08,Organic Search,100
2016-08-08,Paid Search,28
2016-08-08,Referral,9
2016-08-08,Social,16
2016-08-09,(Other),27
2016-08-09,Direct,48
2016-08-09,Display,2
2016-08-09,Organic Search,109
2016-08-09,Paid Search,23
2016-08-09,Referral,10
2016-08-09,Social,66
2016-08-10,(Other),24
2016-08-10,Direct,27
2016-08-10,Display,3
2016-08-10,Email,1
2016-08-10,Organic Search,110
2016-08-10,Paid Search,25
2016-08-10,Referral,4
2016-08-10,Social,32
2016-08-11,(Other),14
2016-08-11,Direct,29
2016-08-11,Display,2
2016-08-11,Organic Search,95
2016-08-11,Paid Search,27
2016-08-11,Referral,10
2016-08-11,Social,13
2016-08-12,(Other),21
2016-08-12,Direct,34
2016-08-12,Display,4
2016-08-12,Organic Search,90
2016-08-12,Paid Search,29
2016-08-12,Referral,9
2016-08-12,Social,20
2016-08-13,(Other),6
2016-08-13,Direct,13
2016-08-13,Display,4
2016-08-13,Organic Search,28
2016-08-13,Paid Search,16
2016-08-13,Referral,3
2016-08-13,Social,10
2016-08-14,(Other),5
2016-08-14,Direct,22
2016-08-14,Display,1
2016-08-14,Organic Search,28
2016-08-14,Paid Search,22
2016-08-14,Referral,7
2016-08-14,Social,5
2016-08-15,(Other),32
2016-08-15,Direct,30
2016-08-15,Display,3
2016-08-15,Organic Search,60
2016-08-15,Paid Search,32
2016-08-15,Referral,8
2016-08-15,Social,12
2016-08-16,(Other),18
2016-08-16,Direct,45
2016-08-16,Display,3
2016-08-16,Organic Search,108
2016-08-16,Paid Search,48
2016-08-16,Referral,9
2016-08-16,Social,34
2016-08-17,(Other),18
2016-08-17,Direct,48
2016-08-17,Display,4
2016-08-17,Organic Search,97
2016-08-17,Paid Search,28
2016-08-17,Referral,10
2016-08-17,Social,26
2016-08-18,(Other),15
2016-08-18,Direct,63
2016-08-18,Display,2
2016-08-18,Organic Search,108
2016-08-18,Paid Search,32
2016-08-18,Referral,12
2016-08-18,Social,32
2016-08-19,(Other),30
2016-08-19,Direct,42
2016-08-19,Display,1
2016-08-19,Organic Search,83
2016-08-19,Paid Search,36
2016-08-19,Referral,10
2016-08-19,Social,29
2016-08-20,(Other),9
2016-08-20,Direct,54
2016-08-20,Display,2
2016-08-20,Organic Search,46
2016-08-20,Paid Search,22
2016-08-20,Referral,4
2016-08-20,Social,22
2016-08-21,(Other),10
2016-08-21,Direct,39
2016-08-21,Display,2
2016-08-21,Organic Search,43
2016-08-21,Paid Search,25
2016-08-21,Referral,5
2016-08-21,Social,10
2016-08-22,(Other),37
2016-08-22,Direct,39
2016-08-22,Display,3
2016-08-22,Organic Search,143
2016-08-22,Paid Search,31
2016-08-22,Referral,11
2016-08-22,Social,33
2016-08-23,(Other),19
2016-08-23,Direct,56
2016-08-23,Display,5
2016-08-23,Organic Search,132
2016-08-23,Paid Search,40
2016-08-23,Referral,14
2016-08-23,Social,28
2016-08-24,(Other),27
2016-08-24,Direct,71
2016-08-24,Display,6
2016-08-24,Organic Search,132
2016-08-24,Paid Search,36
2016-08-24,Referral,51
2016-08-24,Social,24
2016-08-25,(Other),25
2016-08-25,Direct,78
2016-08-25,Organic Search,126
2016-08-25,Paid Search,34
2016-08-25,Referral,99
2016-08-25,Social,37
2016-08-26,(Other),16
2016-08-26,Direct,112
2016-08-26,Display,2
2016-08-26,Organic Search,139
2016-08-26,Paid Search,31
2016-08-26,Referral,122
2016-08-26,Social,31
2016-08-27,(Other),12
2016-08-27,Direct,67
2016-08-27,Display,2
2016-08-27,Organic Search,47
2016-08-27,Paid Search,23
2016-08-27,Referral,56
2016-08-27,Social,13
2016-08-28,(Other),18
2016-08-28,Direct,58
2016-08-28,Organic Search,59
2016-08-28,Paid Search,25
2016-08-28,Referral,50
2016-08-28,Social,14
2016-08-29,(Other),28
2016-08-29,Direct,99
2016-08-29,Display,4
2016-08-29,Organic Search,144
2016-08-29,Paid Search,27
2016-08-29,Referral,85
2016-08-29,Social,23
2016-08-30,(Other),24
2016-08-30,Direct,66
2016-08-30,Display,4
2016-08-30,Organic Search,194
2016-08-30,Paid Search,26
2016-08-30,Referral,40
2016-08-30,Social,30
2016-08-31,(Other),28
2016-08-31,Direct,50
2016-08-31,Display,3
2016-08-31,Email,2
2016-08-31,Organic Search,180
2016-08-31,Paid Search,31
2016-08-31,Referral,25
2016-08-31,Social,22
2016-09-01,(Other),27
2016-09-01,Direct,80
2016-09-01,Display,9
2016-09-01,Organic Search,192
2016-09-01,Paid Search,32
2016-09-01,Referral,23
2016-09-01,Social,115
2016-09-02,(Other),37
2016-09-02,Direct,55
2016-09-02,Display,11
2016-09-02,Organic Search,143
2016-09-02,Paid Search,36
2016-09-02,Referral,22
2016-09-02,Social,48
2016-09-03,(Other),8
2016-09-03,Direct,30
2016-09-03,Display,4
2016-09-03,Organic Search,86
2016-09-03,Paid Search,19
2016-09-03,Referral,9
2016-09-03,Social,30
2016-09-04,(Other),12
2016-09-04,Direct,21
2016-09-04,Display,6
2016-09-04,Organic Search,65
2016-09-04,Paid Search,29
2016-09-04,Referral,6
2016-09-04,Social,19
2016-09-05,(Other),47
2016-09-05,Direct,78
2016-09-05,Display,13
2016-09-05,Organic Search,224
2016-09-05,Paid Search,43
2016-09-05,Referral,28
2016-09-05,Social,48
2016-09-06,(Other),33
2016-09-06,Direct,78
2016-09-06,Display,11
2016-09-06,Organic Search,227
2016-09-06,Paid Search,45
2016-09-06,Referral,32
2016-09-06,Social,121
2016-09-07,(Other),40
2016-09-07,Direct,80
2016-09-07,Display,16
2016-09-07,Organic Search,213
2016-09-07,Paid Search,34
2016-09-07,Referral,22
2016-09-07,Social,61
2016-09-08,(Other),26
2016-09-08,Direct,138
2016-09-08,Display,15
2016-09-08,Organic Search,211
2016-09-08,Paid Search,38
2016-09-08,Referral,19
2016-09-08,Social,48
2016-09-09,(Other),31
2016-09-09,Direct,74
2016-09-09,Display,6
2016-09-09,Organic Search,181
2016-09-09,Paid Search,42
2016-09-09,Referral,20
2016-09-09,Social,30
2016-09-10,(Other),16
2016-09-10,Direct,34
2016-09-10,Display,6
2016-09-10,Organic Search,80
2016-09-10,Paid Search,29
2016-09-10,Referral,6
2016-09-10,Social,23
2016-09-11,(Other),16
2016-09-11,Direct,38
2016-09-11,Display,1
2016-09-11,Organic Search,85
2016-09-11,Paid Search,27
2016-09-11,Referral,10
2016-09-11,Social,21
2016-09-12,(Other),29
2016-09-12,Direct,73
2016-09-12,Display,8
2016-09-12,Organic Search,217
2016-09-12,Paid Search,39
2016-09-12,Referral,21
2016-09-12,Social,30
2016-09-13,(Other),55
2016-09-13,Direct,88
2016-09-13,Display,9
2016-09-13,Organic Search,235
2016-09-13,Paid Search,49
2016-09-13,Referral,33
2016-09-13,Social,50
2016-09-14,(Other),30
2016-09-14,Direct,79
2016-09-14,Display,7
2016-09-14,Organic Search,250
2016-09-14,Paid Search,48
2016-09-14,Referral,22
2016-09-14,Social,48
2016-09-15,(Other),37
2016-09-15,Direct,77
2016-09-15,Display,7
2016-09-15,Organic Search,208
2016-09-15,Paid Search,38
2016-09-15,Referral,16
2016-09-15,Social,92
2016-09-16,(Other),50
2016-09-16,Direct,93
2016-09-16,Display,9
2016-09-16,Organic Search,192
2016-09-16,Paid Search,42
2016-09-16,Referral,12
2016-09-16,Social,81
2016-09-17,(Other),12
2016-09-17,Direct,58
2016-09-17,Display,7
2016-09-17,Organic Search,99
2016-09-17,Paid Search,24
2016-09-17,Referral,9
2016-09-17,Social,26
2016-09-18,(Other),16
2016-09-18,Direct,50
2016-09-18,Display,4
2016-09-18,Organic Search,101
2016-09-18,Paid Search,29
2016-09-18,Referral,15
2016-09-18,Social,28
2016-09-19,(Other),28
2016-09-19,Direct,96
2016-09-19,Display,10
2016-09-19,Organic Search,243
2016-09-19,Paid Search,38
2016-09-19,Referral,32
2016-09-19,Social,25
2016-09-20,(Other),22
2016-09-20,Direct,74
2016-09-20,Display,13
2016-09-20,Organic Search,230
2016-09-20,Paid Search,41
2016-09-20,Referral,23
2016-09-20,Social,32
2016-09-21,(Other),30
2016-09-21,Direct,102
2016-09-21,Display,9
2016-09-21,Email,1
2016-09-21,Organic Search,211
2016-09-21,Paid Search,38
2016-09-21,Referral,16
2016-09-21,Social,18
2016-09-22,(Other),47
2016-09-22,Direct,88
2016-09-22,Display,11
2016-09-22,Organic Search,241
2016-09-22,Paid Search,43
2016-09-22,Referral,15
2016-09-22,Social,11
2016-09-23,(Other),31
2016-09-23,Direct,60
2016-09-23,Display,8
2016-09-23,Organic Search,180
2016-09-23,Paid Search,43
2016-09-23,Referral,11
2016-09-23,Social,20
2016-09-24,(Other),9
2016-09-24,Direct,29
2016-09-24,Display,4
2016-09-24,Organic Search,73
2016-09-24,Paid Search,28
2016-09-24,Referral,8
2016-09-24,Social,11
2016-09-25,(Other),18
2016-09-25,Direct,27
2016-09-25,Display,7
2016-09-25,Organic Search,112
2016-09-25,Paid Search,29
2016-09-25,Referral,13
2016-09-25,Social,12
2016-09-26,(Other),36
2016-09-26,Direct,58
2016-09-26,Display,8
2016-09-26,Organic Search,265
2016-09-26,Paid Search,51
2016-09-26,Referral,21
2016-09-26,Social,12
2016-09-27,(Other),53
2016-09-27,Direct,91
2016-09-27,Display,11
2016-09-27,Organic Search,245
2016-09-27,Paid Search,39
2016-09-27,Referral,18
2016-09-27,Social,16
2016-09-28,(Other),38
2016-09-28,Direct,137
2016-09-28,Display,10
2016-09-28,Organic Search,261
2016-09-28,Paid Search,50
2016-09-28,Referral,18
2016-09-28,Social,13
2016-09-29,(Other),30
2016-09-29,Direct,97
2016-09-29,Display,5
2016-09-29,Organic Search,290
2016-09-29,Paid Search,40
2016-09-29,Referral,23
2016-09-29,Social,19
2016-09-30,(Other),18
2016-09-30,Direct,65
2016-09-30,Display,7
2016-09-30,Organic Search,147
2016-09-30,Paid Search,28
2016-09-30,Referral,10
2016-09-30,Social,11
2016-10-01,(Other),7
2016-10-01,Direct,26
2016-10-01,Display,3
2016-10-01,Organic Search,92
2016-10-01,Paid Search,21
2016-10-01,Referral,10
2016-10-01,Social,6
2016-10-02,(Other),10
2016-10-02,Direct,41
2016-10-02,Display,2
2016-10-02,Organic Search,70
2016-10-02,Paid Search,32
2016-10-02,Referral,7
2016-10-02,Social,16
2016-10-03,(Other),29
2016-10-03,Direct,63
2016-10-03,Display,5
2016-10-03,Organic Search,198
2016-10-03,Paid Search,44
2016-10-03,Referral,15
2016-10-03,Social,20
2016-10-04,(Other),51
2016-10-04,Direct,67
2016-10-04,Display,3
2016-10-04,Organic Search,247
2016-10-04,Paid Search,53
2016-10-04,Referral,15
2016-10-04,Social,65
2016-10-05,(Other),61
2016-10-05,Direct,67
2016-10-05,Email,1
2016-10-05,Organic Search,238
2016-10-05,Paid Search,43
2016-10-05,Referral,10
2016-10-05,Social,35
2016-10-06,(Other),38
2016-10-06,Direct,61
2016-10-06,Display,1
2016-10-06,Organic Search,204
2016-10-06,Paid Search,41
2016-10-06,Referral,11
2016-10-06,Social,18
2016-10-07,(Other),40
2016-10-07,Direct,59
2016-10-07,Display,4
2016-10-07,Organic Search,171
2016-10-07,Paid Search,37
2016-10-07,Referral,16
2016-10-07,Social,15
2016-10-08,(Other),21
2016-10-08,Direct,24
2016-10-08,Display,1
2016-10-08,Organic Search,79
2016-10-08,Paid Search,24
2016-10-08,Referral,8
2016-10-08,Social,6
2016-10-09,(Other),21
2016-10-09,Direct,32
2016-10-09,Organic Search,97
2016-10-09,Paid Search,27
2016-10-09,Referral,2
2016-10-09,Social,7
2016-10-10,(Other),104
2016-10-10,Direct,52
2016-10-10,Display,3
2016-10-10,Organic Search,210
2016-10-10,Paid Search,68
2016-10-10,Referral,15
2016-10-10,Social,25
2016-10-11,(Other),93
2016-10-11,Direct,59
2016-10-11,Display,4
2016-10-11,Organic Search,213
2016-10-11,Paid Search,66
2016-10-11,Referral,7
2016-10-11,Social,24
2016-10-12,(Other),38
2016-10-12,Direct,39
2016-10-12,Display,3
2016-10-12,Organic Search,98
2016-10-12,Paid Search,41
2016-10-12,Referral,9
2016-10-12,Social,10
2016-10-13,(Other),62
2016-10-13,Direct,47
2016-10-13,Display,4
2016-10-13,Organic Search,159
2016-10-13,Paid Search,78
2016-10-13,Referral,18
2016-10-13,Social,23
2016-10-14,(Other),26
2016-10-14,Direct,56
2016-10-14,Display,2
2016-10-14,Organic Search,126
2016-10-14,Paid Search,52
2016-10-14,Referral,15
2016-10-14,Social,9
2016-10-15,(Other),18
2016-10-15,Direct,27
2016-10-15,Display,4
2016-10-15,Organic Search,52
2016-10-15,Paid Search,35
2016-10-15,Referral,5
2016-10-15,Social,10
2016-10-16,(Other),17
2016-10-16,Direct,33
2016-10-16,Display,4
2016-10-16,Organic Search,87
2016-10-16,Paid Search,34
2016-10-16,Referral,9
2016-10-16,Social,10
2016-10-17,(Other),49
2016-10-17,Direct,79
2016-10-17,Display,3
2016-10-17,Organic Search,183
2016-10-17,Paid Search,90
2016-10-17,Referral,15
2016-10-17,Social,17
2016-10-18,(Other),36
2016-10-18,Direct,122
2016-10-18,Display,3
2016-10-18,Organic Search,196
2016-10-18,Paid Search,95
2016-10-18,Referral,17
2016-10-18,Social,59
2016-10-19,(Other),36
2016-10-19,Direct,85
2016-10-19,Display,4
2016-10-19,Organic Search,224
2016-10-19,Paid Search,63
2016-10-19,Referral,13
2016-10-19,Social,212
2016-10-20,(Other),35
2016-10-20,Direct,101
2016-10-20,Display,5
2016-10-20,Organic Search,172
2016-10-20,Paid Search,97
2016-10-20,Referral,19
2016-10-20,Social,1143
2016-10-21,(Other),33
2016-10-21,Direct,82
2016-10-21,Display,4
2016-10-21,Organic Search,176
2016-10-21,Paid Search,77
2016-10-21,Referral,6
2016-10-21,Social,869
2016-10-22,(Other),7
2016-10-22,Direct,30
2016-10-22,Display,1
2016-10-22,Organic Search,61
2016-10-22,Paid Search,53
2016-10-22,Referral,5
2016-10-22,Social,349
2016-10-23,(Other),12
2016-10-23,Direct,35
2016-10-23,Display,3
2016-10-23,Organic Search,72
2016-10-23,Paid Search,58
2016-10-23,Referral,5
2016-10-23,Social,255
2016-10-24,(Other),18
2016-10-24,Direct,55
2016-10-24,Display,2
2016-10-24,Organic Search,163
2016-10-24,Paid Search,69
2016-10-24,Referral,11
2016-10-24,Social,333
2016-10-25,(Other),24
2016-10-25,Direct,57
2016-10-25,Display,2
2016-10-25,Organic Search,184
2016-10-25,Paid Search,57
2016-10-25,Referral,15
2016-10-25,Social,157
2016-10-26,(Other),28
2016-10-26,Direct,78
2016-10-26,Display,5
2016-10-26,Organic Search,199
2016-10-26,Paid Search,83
2016-10-26,Referral,9
2016-10-26,Social,504
2016-10-27,(Other),16
2016-10-27,Direct,79
2016-10-27,Display,1
2016-10-27,Organic Search,181
2016-10-27,Paid Search,67
2016-10-27,Referral,6
2016-10-27,Social,781
2016-10-28,(Other),25
2016-10-28,Direct,77
2016-10-28,Display,5
2016-10-28,Organic Search,133
2016-10-28,Paid Search,68
2016-10-28,Referral,6
2016-10-28,Social,642
2016-10-29,(Other),17
2016-10-29,Direct,37
2016-10-29,Display,3
2016-10-29,Organic Search,54
2016-10-29,Paid Search,39
2016-10-29,Referral,1
2016-10-29,Social,617
2016-10-30,(Other),18
2016-10-30,Direct,59
2016-10-30,Display,2
2016-10-30,Organic Search,55
2016-10-30,Paid Search,39
2016-10-30,Referral,9
2016-10-30,Social,747
2016-10-31,(Other),16
2016-10-31,Direct,48
2016-10-31,Display,2
2016-10-31,Organic Search,103
2016-10-31,Paid Search,53
2016-10-31,Referral,9
2016-10-31,Social,363
2016-11-01,(Other),16
2016-11-01,Direct,44
2016-11-01,Organic Search,83
2016-11-01,Paid Search,47
2016-11-01,Referral,3
2016-11-01,Social,915
2016-11-02,(Other),17
2016-11-02,Direct,70
2016-11-02,Display,1
2016-11-02,Organic Search,161
2016-11-02,Paid Search,80
2016-11-02,Referral,7
2016-11-02,Social,1131
2016-11-03,(Other),40
2016-11-03,Direct,71
2016-11-03,Organic Search,171
2016-11-03,Paid Search,66
2016-11-03,Referral,10
2016-11-03,Social,1175
2016-11-04,(Other),25
2016-11-04,Direct,63
2016-11-04,Organic Search,128
2016-11-04,Paid Search,69
2016-11-04,Referral,3
2016-11-04,Social,1234
2016-11-05,(Other),26
2016-11-05,Direct,50
2016-11-05,Organic Search,94
2016-11-05,Paid Search,64
2016-11-05,Referral,3
2016-11-05,Social,1083
2016-11-06,(Other),12
2016-11-06,Direct,69
2016-11-06,Display,1
2016-11-06,Organic Search,74
2016-11-06,Paid Search,48
2016-11-06,Referral,3
2016-11-06,Social,1168
2016-11-07,(Other),28
2016-11-07,Direct,76
2016-11-07,Display,1
2016-11-07,Organic Search,180
2016-11-07,Paid Search,92
2016-11-07,Referral,12
2016-11-07,Social,1106
2016-11-08,(Other),23
2016-11-08,Direct,65
2016-11-08,Display,2
2016-11-08,Organic Search,155
2016-11-08,Paid Search,51
2016-11-08,Referral,13
2016-11-08,Social,1030
2016-11-09,(Other),15
2016-11-09,Direct,47
2016-11-09,Organic Search,125
2016-11-09,Paid Search,63
2016-11-09,Referral,12
2016-11-09,Social,746
2016-11-10,(Other),52
2016-11-10,Direct,75
2016-11-10,Organic Search,148
2016-11-10,Paid Search,77
2016-11-10,Referral,6
2016-11-10,Social,859
2016-11-11,(Other),35
2016-11-11,Direct,54
2016-11-11,Organic Search,116
2016-11-11,Paid Search,67
2016-11-11,Referral,10
2016-11-11,Social,623
2016-11-12,(Other),23
2016-11-12,Direct,50
2016-11-12,Organic Search,86
2016-11-12,Paid Search,53
2016-11-12,Referral,5
2016-11-12,Social,840
2016-11-13,(Other),16
2016-11-13,Direct,58
2016-11-13,Display,3
2016-11-13,Organic Search,58
2016-11-13,Paid Search,47
2016-11-13,Referral,3
2016-11-13,Social,732
2016-11-14,(Other),21
2016-11-14,Direct,66
2016-11-14,Display,1
2016-11-14,Organic Search,156
2016-11-14,Paid Search,73
2016-11-14,Referral,15
2016-11-14,Social,573
2016-11-15,(Other),42
2016-11-15,Direct,54
2016-11-15,Organic Search,161
2016-11-15,Paid Search,68
2016-11-15,Referral,7
2016-11-15,Social,447
2016-11-16,(Other),20
2016-11-16,Direct,62
2016-11-16,Display,2
2016-11-16,Organic Search,162
2016-11-16,Paid Search,80
2016-11-16,Referral,10
2016-11-16,Social,603
2016-11-17,(Other),26
2016-11-17,Direct,73
2016-11-17,Organic Search,173
2016-11-17,Paid Search,59
2016-11-17,Referral,15
2016-11-17,Social,397
2016-11-18,(Other),22
2016-11-18,Direct,80
2016-11-18,Display,1
2016-11-18,Organic Search,164
2016-11-18,Paid Search,74
2016-11-18,Referral,14
2016-11-18,Social,526
2016-11-19,(Other),19
2016-11-19,Direct,33
2016-11-19,Display,2
2016-11-19,Organic Search,98
2016-11-19,Paid Search,44
2016-11-19,Referral,5
2016-11-19,Social,349
2016-11-20,(Other),11
2016-11-20,Direct,32
2016-11-20,Organic Search,96
2016-11-20,Paid Search,37
2016-11-20,Referral,2
2016-11-20,Social,292
2016-11-21,(Other),18
2016-11-21,Direct,59
2016-11-21,Display,1
2016-11-21,Organic Search,149
2016-11-21,Paid Search,73
2016-11-21,Referral,14
2016-11-21,Social,319
2016-11-22,(Other),30
2016-11-22,Direct,72
2016-11-22,Email,2
2016-11-22,Organic Search,146
2016-11-22,Paid Search,66
2016-11-22,Referral,16
2016-11-22,Social,247
2016-11-23,(Other),30
2016-11-23,Direct,61
2016-11-23,Organic Search,166
2016-11-23,Paid Search,44
2016-11-23,Referral,9
2016-11-23,Social,281
2016-11-24,(Other),27
2016-11-24,Direct,55
2016-11-24,Organic Search,123
2016-11-24,Paid Search,52
2016-11-24,Referral,5
2016-11-24,Social,343
2016-11-25,(Other),22
2016-11-25,Direct,53
2016-11-25,Display,1
2016-11-25,Organic Search,124
2016-11-25,Paid Search,50
2016-11-25,Referral,6
2016-11-25,Social,251
2016-11-26,(Other),13
2016-11-26,Direct,18
2016-11-26,Organic Search,65
2016-11-26,Paid Search,32
2016-11-26,Referral,2
2016-11-26,Social,171
2016-11-27,(Other),16
2016-11-27,Direct,19
2016-11-27,Display,1
2016-11-27,Organic Search,73
2016-11-27,Paid Search,23
2016-11-27,Referral,6
2016-11-27,Social,130
2016-11-28,(Other),21
2016-11-28,Direct,51
2016-11-28,Display,4
2016-11-28,Organic Search,158
2016-11-28,Paid Search,50
2016-11-28,Referral,9
2016-11-28,Social,104
2016-11-29,(Other),23
2016-11-29,Direct,60
2016-11-29,Organic Search,158
2016-11-29,Paid Search,62
2016-11-29,Referral,20
2016-11-29,Social,136
2016-11-30,(Other),48
2016-11-30,Direct,43
