date,campaign,impressions,adClicks,adCost,cpc
2016-10-05,NAC - MASTER - ANALITICA WEB,6.0,2.0,18.04,9.02
2016-10-05,NAC - MASTER - BIG DATA,1.0,0.0,0.0,0.0
2016-10-05,NAC - MASTER - DATA SCIENCE,4.0,1.0,5.39,5.39
2016-10-05,NAC - MASTER - MARKETING ONLINE,21.0,1.0,17.54,17.54
2016-10-05,NAC - MASTER - SEO y SEM,74.0,3.0,16.46,5.486666666666667
2016-10-05,NAC - MASTER - UX,2.0,1.0,5.56,5.56
2016-10-05,VAL - MASTER - SEO y SEM,12.0,1.0,4.58,4.58
2016-10-06,0 - MARCA,27.0,14.0,9.31,0.665
2016-10-06,0 - MARCA BCN,5.0,1.0,0.01,0.01
2016-10-06,AND - MASTER - SEO y SEM,38.0,1.0,3.09,3.09
2016-10-06,BCN - MASTER - ANALITICA WEB,24.0,1.0,1.81,1.81
2016-10-06,BCN - MASTER - MARKETING ONLINE,79.0,0.0,0.0,0.0
2016-10-06,BCN - MASTER - SEO y SEM,49.0,1.0,0.94,0.94
2016-10-06,BCN - MASTER - UX,7.0,2.0,7.67,3.835
2016-10-06,MAD - CURSO - MK CONTENIDO PERIODISTAS,14.0,0.0,0.0,0.0
2016-10-06,MAD - CURSO - R,8.0,1.0,1.12,1.12
2016-10-06,MAD - CURSO - SOLUCIONES NEGOCIO,9.0,1.0,0.86,0.86
2016-10-06,MAD - MASTER - ANALITICA WEB,15.0,1.0,15.74,15.74
2016-10-06,MAD - MASTER - BIG DATA,28.0,2.0,20.85,10.425
2016-10-06,MAD - MASTER - DATA SCIENCE,59.0,2.0,12.29,6.145
2016-10-06,MAD - MASTER - MARKETING ONLINE,51.0,1.0,20.0,20.0
2016-10-06,MAD - MASTER - SEO y SEM,59.0,4.0,14.27,3.5675
2016-10-06,MAD - MASTER - UX,4.0,0.0,0.0,0.0
2016-10-06,NAC - MASTER - ANALITICA WEB,7.0,1.0,3.43,3.43
2016-10-06,NAC - MASTER - BIG DATA,22.0,0.0,0.0,0.0
2016-10-06,NAC - MASTER - DATA SCIENCE,29.0,2.0,10.73,5.365
2016-10-06,NAC - MASTER - MARKETING ONLINE,49.0,0.0,0.0,0.0
2016-10-06,NAC - MASTER - SEO y SEM,55.0,2.0,13.27,6.635
2016-10-06,NAC - MASTER - UX,12.0,2.0,10.9,5.45
2016-10-06,VAL - MASTER - SEO y SEM,17.0,1.0,4.13,4.13
2016-10-07,0 - MARCA,30.0,8.0,6.21,0.77625
2016-10-07,0 - MARCA BCN,5.0,2.0,0.11,0.055
2016-10-07,AND - MASTER - SEO y SEM,52.0,1.0,1.77,1.77
2016-10-07,BCN - MASTER - ANALITICA WEB,14.0,1.0,2.65,2.65
2016-10-07,BCN - MASTER - MARKETING ONLINE,13.0,2.0,26.43,13.215
2016-10-07,BCN - MASTER - SEO y SEM,9.0,2.0,16.8,8.4
2016-10-07,BCN - MASTER - UX,12.0,0.0,0.0,0.0
2016-10-07,MAD - CURSO - MK CONTENIDO PERIODISTAS,7.0,1.0,1.76,1.76
2016-10-07,MAD - CURSO - R,6.0,1.0,0.92,0.92
2016-10-07,MAD - CURSO - SOLUCIONES NEGOCIO,14.0,0.0,0.0,0.0
2016-10-07,MAD - MASTER - ANALITICA WEB,20.0,2.0,18.69,9.345
2016-10-07,MAD - MASTER - BIG DATA,5.0,1.0,1.46,1.46
2016-10-07,MAD - MASTER - DATA SCIENCE,12.0,3.0,24.0,8.0
2016-10-07,MAD - MASTER - MARKETING ONLINE,48.0,1.0,7.89,7.89
2016-10-07,MAD - MASTER - SEO y SEM,27.0,1.0,16.46,16.46
2016-10-07,MAD - MASTER - UX,6.0,0.0,0.0,0.0
2016-10-07,NAC - MASTER - ANALITICA WEB,13.0,0.0,0.0,0.0
2016-10-07,NAC - MASTER - BIG DATA,6.0,2.0,23.8,11.9
2016-10-07,NAC - MASTER - DATA SCIENCE,12.0,0.0,0.0,0.0
2016-10-07,NAC - MASTER - MARKETING ONLINE,6.0,0.0,0.0,0.0
2016-10-07,NAC - MASTER - SEO y SEM,10.0,0.0,0.0,0.0
2016-10-07,NAC - MASTER - UX,7.0,3.0,19.41,6.47
2016-10-07,VAL - MASTER - SEO y SEM,28.0,1.0,4.56,4.56
2016-10-08,0 - MARCA,6.0,3.0,3.41,1.1366666666666667
2016-10-08,0 - MARCA BCN,1.0,1.0,0.03,0.03
2016-10-08,AND - MASTER - SEO y SEM,43.0,0.0,0.0,0.0
2016-10-08,BCN - MASTER - ANALITICA WEB,16.0,0.0,0.0,0.0
2016-10-08,BCN - MASTER - MARKETING ONLINE,19.0,1.0,10.26,10.26
2016-10-08,BCN - MASTER - SEO y SEM,36.0,3.0,4.18,1.3933333333333333
2016-10-08,BCN - MASTER - UX,29.0,1.0,7.71,7.71
2016-10-08,MAD - CURSO - MK CONTENIDO PERIODISTAS,4.0,0.0,0.0,0.0
2016-10-08,MAD - CURSO - R,15.0,0.0,0.0,0.0
2016-10-08,MAD - CURSO - SOLUCIONES NEGOCIO,4.0,0.0,0.0,0.0
2016-10-08,MAD - MASTER - ANALITICA WEB,17.0,1.0,6.39,6.39
2016-10-08,MAD - MASTER - BIG DATA,7.0,1.0,23.94,23.94
2016-10-08,MAD - MASTER - DATA SCIENCE,21.0,1.0,4.77,4.77
2016-10-08,MAD - MASTER - MARKETING ONLINE,11.0,2.0,22.84,11.42
2016-10-08,MAD - MASTER - SEO y SEM,46.0,0.0,0.0,0.0
2016-10-08,MAD - MASTER - UX,27.0,0.0,0.0,0.0
2016-10-08,NAC - MASTER - ANALITICA WEB,8.0,1.0,12.81,12.81
2016-10-08,NAC - MASTER - BIG DATA,6.0,0.0,0.0,0.0
2016-10-08,NAC - MASTER - DATA SCIENCE,20.0,2.0,17.27,8.635
2016-10-08,NAC - MASTER - MARKETING ONLINE,14.0,1.0,10.02,10.02
2016-10-08,NAC - MASTER - SEO y SEM,37.0,1.0,5.67,5.67
2016-10-08,NAC - MASTER - UX,35.0,3.0,12.52,4.173333333333334
2016-10-08,VAL - MASTER - SEO y SEM,8.0,0.0,0.0,0.0
2016-10-09,0 - MARCA,18.0,3.0,0.88,0.29333333333333333
2016-10-09,0 - MARCA BCN,2.0,0.0,0.0,0.0
2016-10-09,AND - MASTER - SEO y SEM,34.0,0.0,0.0,0.0
2016-10-09,BCN - MASTER - ANALITICA WEB,38.0,1.0,2.07,2.07
2016-10-09,BCN - MASTER - MARKETING ONLINE,32.0,0.0,0.0,0.0
2016-10-09,BCN - MASTER - SEO y SEM,41.0,2.0,6.69,3.345
2016-10-09,BCN - MASTER - UX,12.0,2.0,8.09,4.045
2016-10-09,MAD - CURSO - MK CONTENIDO PERIODISTAS,1.0,0.0,0.0,0.0
2016-10-09,MAD - CURSO - R,31.0,0.0,0.0,0.0
2016-10-09,MAD - CURSO - SOLUCIONES NEGOCIO,14.0,0.0,0.0,0.0
2016-10-09,MAD - MASTER - ANALITICA WEB,1.0,0.0,0.0,0.0
2016-10-09,MAD - MASTER - BIG DATA,35.0,1.0,9.28,9.28
2016-10-09,MAD - MASTER - DATA SCIENCE,37.0,1.0,15.78,15.78
2016-10-09,MAD - MASTER - MARKETING ONLINE,21.0,2.0,27.62,13.81
2016-10-09,MAD - MASTER - SEO y SEM,58.0,0.0,0.0,0.0
2016-10-09,MAD - MASTER - UX,22.0,3.0,8.41,2.8033333333333337
2016-10-09,NAC - MASTER - ANALITICA WEB,5.0,1.0,17.55,17.55
2016-10-09,NAC - MASTER - BIG DATA,21.0,2.0,13.93,6.965
2016-10-09,NAC - MASTER - DATA SCIENCE,25.0,1.0,4.72,4.72
2016-10-09,NAC - MASTER - MARKETING ONLINE,21.0,2.0,23.98,11.99
2016-10-09,NAC - MASTER - SEO y SEM,45.0,2.0,10.08,5.04
2016-10-09,NAC - MASTER - UX,19.0,2.0,1.99,0.995
2016-10-09,VAL - MASTER - SEO y SEM,19.0,0.0,0.0,0.0
2016-10-10,0 - MARCA,121.0,21.0,12.0,0.5714285714285715
2016-10-10,0 - MARCA BCN,15.0,8.0,2.39,0.29875
2016-10-10,AND - MASTER - SEO y SEM,54.0,0.0,0.0,0.0
2016-10-10,BCN - MASTER - ANALITICA WEB,22.0,1.0,3.17,3.17
2016-10-10,BCN - MASTER - MARKETING ONLINE,55.0,2.0,20.34,10.17
2016-10-10,BCN - MASTER - SEO y SEM,19.0,2.0,4.21,2.105
2016-10-10,BCN - MASTER - UX,27.0,4.0,11.98,2.995
2016-10-10,MAD - CURSO - MK CONTENIDO PERIODISTAS,14.0,1.0,9.67,9.67
2016-10-10,MAD - CURSO - R,5.0,1.0,1.15,1.15
2016-10-10,MAD - CURSO - SOLUCIONES NEGOCIO,6.0,1.0,1.16,1.16
2016-10-10,MAD - MASTER - ANALITICA WEB,20.0,2.0,19.2,9.6
2016-10-10,MAD - MASTER - BIG DATA,6.0,1.0,23.54,23.54
2016-10-10,MAD - MASTER - DATA SCIENCE,37.0,4.0,18.98,4.745
2016-10-10,MAD - MASTER - MARKETING ONLINE,50.0,2.0,28.53,14.265
2016-10-10,MAD - MASTER - SEO y SEM,119.0,3.0,16.78,5.593333333333333
2016-10-10,MAD - MASTER - UX,24.0,1.0,5.24,5.24
2016-10-10,NAC - MASTER - ANALITICA WEB,2.0,0.0,0.0,0.0
2016-10-10,NAC - MASTER - BIG DATA,10.0,0.0,0.0,0.0
2016-10-10,NAC - MASTER - DATA SCIENCE,23.0,2.0,4.64,2.32
2016-10-10,NAC - MASTER - MARKETING ONLINE,30.0,1.0,8.14,8.14
2016-10-10,NAC - MASTER - SEO y SEM,15.0,2.0,12.59,6.295
2016-10-10,NAC - MASTER - UX,38.0,1.0,5.58,5.58
2016-10-10,VAL - MASTER - SEO y SEM,32.0,1.0,4.59,4.59
2016-10-11,0 - MARCA,101.0,22.0,11.95,0.5431818181818182
2016-10-11,0 - MARCA BCN,31.0,10.0,3.38,0.338
2016-10-11,AND - MASTER - SEO y SEM,23.0,2.0,3.08,1.54
2016-10-11,BCN - MASTER - ANALITICA WEB,36.0,1.0,0.62,0.62
2016-10-11,BCN - MASTER - MARKETING ONLINE,25.0,1.0,28.75,28.75
2016-10-11,BCN - MASTER - SEO y SEM,24.0,1.0,14.36,14.36
2016-10-11,BCN - MASTER - UX,50.0,3.0,10.15,3.3833333333333333
2016-10-11,MAD - CURSO - MK CONTENIDO PERIODISTAS,12.0,0.0,0.0,0.0
2016-10-11,MAD - CURSO - R,39.0,1.0,1.06,1.06
2016-10-11,MAD - CURSO - SOLUCIONES NEGOCIO,13.0,1.0,0.58,0.58
2016-10-11,MAD - MASTER - ANALITICA WEB,4.0,1.0,9.11,9.11
2016-10-11,MAD - MASTER - BIG DATA,8.0,1.0,16.34,16.34
2016-10-11,MAD - MASTER - DATA SCIENCE,72.0,2.0,4.12,2.06
2016-10-11,MAD - MASTER - MARKETING ONLINE,48.0,1.0,11.21,11.21
2016-10-11,MAD - MASTER - SEO y SEM,79.0,4.0,14.92,3.73
2016-10-11,MAD - MASTER - UX,41.0,2.0,8.39,4.195
2016-10-11,NAC - MASTER - ANALITICA WEB,6.0,1.0,9.71,9.71
2016-10-11,NAC - MASTER - BIG DATA,11.0,1.0,4.82,4.82
2016-10-11,NAC - MASTER - DATA SCIENCE,70.0,3.0,14.5,4.833333333333333
2016-10-11,NAC - MASTER - MARKETING ONLINE,15.0,0.0,0.0,0.0
2016-10-11,NAC - MASTER - SEO y SEM,9.0,0.0,0.0,0.0
2016-10-11,NAC - MASTER - UX,59.0,1.0,3.69,3.69
2016-10-11,VAL - MASTER - SEO y SEM,29.0,1.0,3.58,3.58
2016-10-12,0 - MARCA,45.0,15.0,6.1,0.4066666666666667
2016-10-12,0 - MARCA BCN,10.0,4.0,1.91,0.4775
2016-10-12,AND - MASTER - SEO y SEM,39.0,0.0,0.0,0.0
2016-10-12,BCN - MASTER - ANALITICA WEB,31.0,0.0,0.0,0.0
2016-10-12,BCN - MASTER - MARKETING ONLINE,65.0,0.0,0.0,0.0
2016-10-12,BCN - MASTER - SEO y SEM,26.0,1.0,9.64,9.64
2016-10-12,BCN - MASTER - UX,7.0,1.0,4.1,4.1
2016-10-12,MAD - CURSO - MK CONTENIDO PERIODISTAS,8.0,0.0,0.0,0.0
2016-10-12,MAD - CURSO - R,29.0,2.0,1.07,0.535
2016-10-12,MAD - CURSO - SOLUCIONES NEGOCIO,13.0,0.0,0.0,0.0
2016-10-12,MAD - MASTER - ANALITICA WEB,27.0,0.0,0.0,0.0
2016-10-12,MAD - MASTER - BIG DATA,46.0,1.0,9.26,9.26
2016-10-12,MAD - MASTER - DATA SCIENCE,56.0,2.0,19.22,9.61
2016-10-12,MAD - MASTER - MARKETING ONLINE,14.0,2.0,23.47,11.735
2016-10-12,MAD - MASTER - SEO y SEM,40.0,1.0,4.74,4.74
2016-10-12,MAD - MASTER - UX,16.0,1.0,2.71,2.71
2016-10-12,NAC - MASTER - ANALITICA WEB,35.0,0.0,0.0,0.0
2016-10-12,NAC - MASTER - BIG DATA,52.0,2.0,13.41,6.705
2016-10-12,NAC - MASTER - DATA SCIENCE,27.0,0.0,0.0,0.0
2016-10-12,NAC - MASTER - MARKETING ONLINE,36.0,2.0,14.64,7.32
2016-10-12,NAC - MASTER - SEO y SEM,27.0,3.0,7.16,2.3866666666666667
2016-10-12,NAC - MASTER - UX,12.0,2.0,10.89,5.445
2016-10-12,VAL - MASTER - SEO y SEM,32.0,0.0,0.0,0.0
2016-10-13,0 - MARCA,99.0,27.0,12.05,0.4462962962962963
2016-10-13,0 - MARCA BCN,11.0,2.0,1.0,0.5
2016-10-13,AND - MASTER - SEO y SEM,14.0,1.0,3.6,3.6
2016-10-13,BCN - MASTER - ANALITICA WEB,42.0,0.0,0.0,0.0
2016-10-13,BCN - MASTER - MARKETING ONLINE,31.0,2.0,22.18,11.09
2016-10-13,BCN - MASTER - SEO y SEM,54.0,0.0,0.0,0.0
2016-10-13,BCN - MASTER - UX,24.0,1.0,1.84,1.84
2016-10-13,MAD - CURSO - MK CONTENIDO PERIODISTAS,14.0,1.0,9.43,9.43
2016-10-13,MAD - CURSO - R,32.0,2.0,1.17,0.585
2016-10-13,MAD - CURSO - SOLUCIONES NEGOCIO,20.0,0.0,0.0,0.0
2016-10-13,MAD - MASTER - ANALITICA WEB,46.0,3.0,16.39,5.463333333333333
2016-10-13,MAD - MASTER - BIG DATA,24.0,3.0,23.89,7.963333333333333
2016-10-13,MAD - MASTER - DATA SCIENCE,4.0,1.0,20.28,20.28
2016-10-13,MAD - MASTER - MARKETING ONLINE,49.0,1.0,16.39,16.39
2016-10-13,MAD - MASTER - SEO y SEM,40.0,2.0,16.12,8.06
2016-10-13,MAD - MASTER - UX,16.0,1.0,5.15,5.15
2016-10-13,NAC - MASTER - ANALITICA WEB,35.0,2.0,2.58,1.29
2016-10-13,NAC - MASTER - BIG DATA,12.0,0.0,0.0,0.0
2016-10-13,NAC - MASTER - DATA SCIENCE,2.0,1.0,0.28,0.28
2016-10-13,NAC - MASTER - MARKETING ONLINE,20.0,1.0,5.99,5.99
2016-10-13,NAC - MASTER - SEO y SEM,66.0,3.0,16.51,5.503333333333333
2016-10-13,NAC - MASTER - UX,34.0,4.0,13.99,3.4975
2016-10-13,VAL - MASTER - SEO y SEM,18.0,1.0,4.2,4.2
2016-10-14,0 - MARCA,96.0,22.0,12.0,0.5454545454545454
2016-10-14,0 - MARCA BCN,11.0,4.0,0.65,0.1625
2016-10-14,AND - MASTER - SEO y SEM,25.0,0.0,0.0,0.0
2016-10-14,BCN - MASTER - ANALITICA WEB,14.0,1.0,3.6,3.6
2016-10-14,BCN - MASTER - MARKETING ONLINE,10.0,2.0,27.97,13.985
2016-10-14,BCN - MASTER - SEO y SEM,39.0,1.0,1.15,1.15
2016-10-14,BCN - MASTER - UX,7.0,1.0,13.68,13.68
2016-10-14,MAD - CURSO - MK CONTENIDO PERIODISTAS,17.0,0.0,0.0,0.0
2016-10-14,MAD - CURSO - R,2.0,1.0,1.18,1.18
2016-10-14,MAD - CURSO - SOLUCIONES NEGOCIO,10.0,0.0,0.0,0.0
2016-10-14,MAD - MASTER - ANALITICA WEB,13.0,3.0,19.2,6.4
2016-10-14,MAD - MASTER - BIG DATA,14.0,2.0,19.7,9.85
2016-10-14,MAD - MASTER - DATA SCIENCE,15.0,1.0,16.63,16.63
2016-10-14,MAD - MASTER - MARKETING ONLINE,71.0,2.0,23.65,11.825
2016-10-14,MAD - MASTER - SEO y SEM,65.0,1.0,3.06,3.06
2016-10-14,MAD - MASTER - UX,15.0,0.0,0.0,0.0
2016-10-14,NAC - MASTER - ANALITICA WEB,7.0,0.0,0.0,0.0
2016-10-14,NAC - MASTER - BIG DATA,10.0,0.0,0.0,0.0
2016-10-14,NAC - MASTER - DATA SCIENCE,26.0,1.0,3.74,3.74
2016-10-14,NAC - MASTER - MARKETING ONLINE,5.0,0.0,0.0,0.0
2016-10-14,NAC - MASTER - SEO y SEM,49.0,2.0,13.68,6.84
2016-10-14,NAC - MASTER - UX,26.0,4.0,7.0,1.75
2016-10-14,VAL - MASTER - SEO y SEM,20.0,1.0,4.19,4.19
2016-10-15,0 - MARCA,29.0,11.0,3.2,0.2909090909090909
2016-10-15,0 - MARCA BCN,5.0,3.0,0.26,0.08666666666666667
2016-10-15,AND - MASTER - SEO y SEM,18.0,0.0,0.0,0.0
2016-10-15,BCN - MASTER - ANALITICA WEB,9.0,0.0,0.0,0.0
2016-10-15,BCN - MASTER - MARKETING ONLINE,36.0,1.0,12.06,12.06
2016-10-15,BCN - MASTER - SEO y SEM,15.0,1.0,11.22,11.22
2016-10-15,BCN - MASTER - UX,30.0,0.0,0.0,0.0
2016-10-15,MAD - CURSO - MK CONTENIDO PERIODISTAS,11.0,1.0,2.38,2.38
2016-10-15,MAD - CURSO - R,46.0,0.0,0.0,0.0
2016-10-15,MAD - CURSO - SOLUCIONES NEGOCIO,5.0,0.0,0.0,0.0
2016-10-15,MAD - MASTER - ANALITICA WEB,26.0,0.0,0.0,0.0
2016-10-15,MAD - MASTER - BIG DATA,24.0,1.0,8.55,8.55
2016-10-15,MAD - MASTER - DATA SCIENCE,5.0,1.0,7.97,7.97
2016-10-15,MAD - MASTER - MARKETING ONLINE,22.0,1.0,13.72,13.72
2016-10-15,MAD - MASTER - SEO y SEM,24.0,0.0,0.0,0.0
2016-10-15,MAD - MASTER - UX,17.0,0.0,0.0,0.0
2016-10-15,NAC - MASTER - ANALITICA WEB,9.0,0.0,0.0,0.0
2016-10-15,NAC - MASTER - BIG DATA,32.0,2.0,15.44,7.72
2016-10-15,NAC - MASTER - DATA SCIENCE,4.0,2.0,15.94,7.97
2016-10-15,NAC - MASTER - MARKETING ONLINE,15.0,0.0,0.0,0.0
2016-10-15,NAC - MASTER - SEO y SEM,26.0,0.0,0.0,0.0
2016-10-15,NAC - MASTER - UX,45.0,4.0,19.19,4.7975
2016-10-15,VAL - MASTER - SEO y SEM,23.0,1.0,3.46,3.46
2016-10-16,0 - MARCA,57.0,9.0,9.07,1.0077777777777777
2016-10-16,0 - MARCA BCN,16.0,1.0,0.07,0.07
2016-10-16,AND - MASTER - SEO y SEM,26.0,2.0,3.6,1.8
2016-10-16,BCN - MASTER - ANALITICA WEB,19.0,0.0,0.0,0.0
2016-10-16,BCN - MASTER - MARKETING ONLINE,42.0,0.0,0.0,0.0
2016-10-16,BCN - MASTER - SEO y SEM,41.0,0.0,0.0,0.0
2016-10-16,BCN - MASTER - UX,3.0,0.0,0.0,0.0
2016-10-16,MAD - CURSO - MK CONTENIDO PERIODISTAS,1.0,0.0,0.0,0.0
2016-10-16,MAD - CURSO - R,23.0,1.0,0.74,0.74
2016-10-16,MAD - CURSO - SOLUCIONES NEGOCIO,10.0,0.0,0.0,0.0
2016-10-16,MAD - MASTER - ANALITICA WEB,11.0,1.0,17.16,17.16
2016-10-16,MAD - MASTER - BIG DATA,13.0,2.0,16.01,8.005
2016-10-16,MAD - MASTER - DATA SCIENCE,63.0,2.0,11.7,5.85
2016-10-16,MAD - MASTER - MARKETING ONLINE,41.0,1.0,1.58,1.58
2016-10-16,MAD - MASTER - SEO y SEM,25.0,2.0,14.47,7.235
2016-10-16,MAD - MASTER - UX,4.0,2.0,22.79,11.395
2016-10-16,NAC - MASTER - ANALITICA WEB,26.0,1.0,1.67,1.67
2016-10-16,NAC - MASTER - BIG DATA,20.0,1.0,3.38,3.38
2016-10-16,NAC - MASTER - DATA SCIENCE,45.0,2.0,12.15,6.075
2016-10-16,NAC - MASTER - MARKETING ONLINE,29.0,1.0,5.29,5.29
2016-10-16,NAC - MASTER - SEO y SEM,49.0,1.0,3.78,3.78
2016-10-16,NAC - MASTER - UX,12.0,0.0,0.0,0.0
2016-10-16,VAL - MASTER - SEO y SEM,42.0,1.0,3.61,3.61
2016-10-17,0 - MARCA,141.0,45.0,12.06,0.268
2016-10-17,0 - MARCA BCN,17.0,3.0,1.98,0.66
2016-10-17,AND - MASTER - SEO y SEM,63.0,0.0,0.0,0.0
2016-10-17,BCN - MASTER - ANALITICA WEB,10.0,2.0,3.44,1.72
2016-10-17,BCN - MASTER - MARKETING ONLINE,46.0,3.0,28.49,9.496666666666666
2016-10-17,BCN - MASTER - SEO y SEM,94.0,2.0,10.49,5.245
2016-10-17,BCN - MASTER - UX,14.0,2.0,9.44,4.72
2016-10-17,MAD - CURSO - MK CONTENIDO PERIODISTAS,19.0,0.0,0.0,0.0
2016-10-17,MAD - CURSO - R,16.0,1.0,1.13,1.13
2016-10-17,MAD - CURSO - SOLUCIONES NEGOCIO,36.0,0.0,0.0,0.0
2016-10-17,MAD - MASTER - ANALITICA WEB,3.0,1.0,3.2,3.2
2016-10-17,MAD - MASTER - BIG DATA,22.0,2.0,23.84,11.92
2016-10-17,MAD - MASTER - DATA SCIENCE,24.0,3.0,23.79,7.93
2016-10-17,MAD - MASTER - MARKETING ONLINE,72.0,3.0,28.53,9.51
2016-10-17,MAD - MASTER - SEO y SEM,55.0,3.0,16.69,5.5633333333333335
2016-10-17,MAD - MASTER - UX,17.0,2.0,14.21,7.105
2016-10-17,NAC - MASTER - ANALITICA WEB,4.0,1.0,15.38,15.38
2016-10-17,NAC - MASTER - BIG DATA,24.0,0.0,0.0,0.0
2016-10-17,NAC - MASTER - DATA SCIENCE,19.0,0.0,0.0,0.0
2016-10-17,NAC - MASTER - MARKETING ONLINE,21.0,0.0,0.0,0.0
2016-10-17,NAC - MASTER - SEO y SEM,70.0,3.0,6.29,2.0966666666666667
2016-10-17,NAC - MASTER - UX,20.0,2.0,6.46,3.23
2016-10-17,VAL - MASTER - SEO y SEM,69.0,2.0,4.36,2.18
2016-10-18,0 - MARCA,163.0,42.0,10.26,0.2442857142857143
2016-10-18,0 - MARCA BCN,20.0,8.0,3.75,0.46875
2016-10-18,AND - MASTER - SEO y SEM,71.0,0.0,0.0,0.0
2016-10-18,BCN - MASTER - ANALITICA WEB,26.0,1.0,3.33,3.33
2016-10-18,BCN - MASTER - MARKETING ONLINE,25.0,1.0,14.3,14.3
2016-10-18,BCN - MASTER - SEO y SEM,94.0,2.0,13.09,6.545
2016-10-18,BCN - MASTER - UX,27.0,3.0,11.51,3.8366666666666664
2016-10-18,MAD - CURSO - MK CONTENIDO PERIODISTAS,25.0,0.0,0.0,0.0
2016-10-18,MAD - CURSO - R,51.0,1.0,0.52,0.52
2016-10-18,MAD - CURSO - SOLUCIONES NEGOCIO,3.0,1.0,1.17,1.17
2016-10-18,MAD - MASTER - ANALITICA WEB,34.0,2.0,16.07,8.035
2016-10-18,MAD - MASTER - BIG DATA,40.0,3.0,22.82,7.606666666666667
2016-10-18,MAD - MASTER - DATA SCIENCE,39.0,1.0,18.58,18.58
2016-10-18,MAD - MASTER - MARKETING ONLINE,36.0,2.0,26.57,13.285
2016-10-18,MAD - MASTER - SEO y SEM,30.0,2.0,10.01,5.005
2016-10-18,MAD - MASTER - UX,66.0,4.0,26.48,6.62
2016-10-18,NAC - MASTER - ANALITICA WEB,18.0,0.0,0.0,0.0
2016-10-18,NAC - MASTER - BIG DATA,17.0,1.0,2.2,2.2
2016-10-18,NAC - MASTER - DATA SCIENCE,23.0,0.0,0.0,0.0
2016-10-18,NAC - MASTER - MARKETING ONLINE,24.0,2.0,14.14,7.07
2016-10-18,NAC - MASTER - SEO y SEM,64.0,0.0,0.0,0.0
2016-10-18,NAC - MASTER - UX,46.0,2.0,6.52,3.26
2016-10-18,VAL - MASTER - SEO y SEM,3.0,1.0,4.33,4.33
2016-10-19,0 - MARCA,83.0,25.0,12.0,0.48
2016-10-19,0 - MARCA BCN,18.0,6.0,1.74,0.29
2016-10-19,AND - MASTER - SEO y SEM,38.0,1.0,3.49,3.49
2016-10-19,BCN - MASTER - ANALITICA WEB,9.0,1.0,3.26,3.26
2016-10-19,BCN - MASTER - MARKETING ONLINE,32.0,0.0,0.0,0.0
2016-10-19,BCN - MASTER - SEO y SEM,30.0,1.0,8.65,8.65
2016-10-19,BCN - MASTER - UX,14.0,1.0,9.18,9.18
2016-10-19,MAD - CURSO - MK CONTENIDO PERIODISTAS,23.0,0.0,0.0,0.0
2016-10-19,MAD - CURSO - R,60.0,1.0,0.03,0.03
2016-10-19,MAD - CURSO - SOLUCIONES NEGOCIO,10.0,0.0,0.0,0.0
2016-10-19,MAD - MASTER - ANALITICA WEB,18.0,4.0,16.82,4.205
2016-10-19,MAD - MASTER - BIG DATA,99.0,1.0,11.82,11.82
2016-10-19,MAD - MASTER - DATA SCIENCE,9.0,1.0,14.01,14.01
2016-10-19,MAD - MASTER - MARKETING ONLINE,46.0,2.0,28.79,14.395
2016-10-19,MAD - MASTER - UX,31.0,3.0,24.64,8.213333333333333
2016-10-19,NAC - MASTER - ANALITICA WEB,5.0,0.0,0.0,0.0
2016-10-19,NAC - MASTER - BIG DATA,76.0,3.0,6.83,2.2766666666666664
2016-10-19,NAC - MASTER - DATA SCIENCE,6.0,1.0,9.51,9.51
2016-10-19,NAC - MASTER - MARKETING ONLINE,44.0,3.0,25.03,8.343333333333334
2016-10-19,NAC - MASTER - SEO y SEM,32.0,2.0,7.05,3.525
2016-10-19,NAC - MASTER - UX,22.0,1.0,8.54,8.54
2016-10-20,0 - MARCA,115.0,33.0,11.9,0.3606060606060606
2016-10-20,0 - MARCA BCN,25.0,8.0,2.26,0.2825
2016-10-20,AND - MASTER - SEO y SEM,4.0,2.0,7.16,3.58
2016-10-20,BCN - MASTER - ANALITICA WEB,54.0,1.0,3.59,3.59
2016-10-20,BCN - MASTER - MARKETING ONLINE,40.0,2.0,19.49,9.745
2016-10-20,BCN - MASTER - SEO y SEM,39.0,0.0,0.0,0.0
2016-10-20,BCN - MASTER - UX,16.0,2.0,8.96,4.48
2016-10-20,Competencia,1885.0,16.0,22.85,1.428125
2016-10-20,MAD - CURSO - MK CONTENIDO PERIODISTAS,18.0,2.0,6.41,3.205
2016-10-20,MAD - CURSO - R,15.0,2.0,2.32,1.16
2016-10-20,MAD - CURSO - SOLUCIONES NEGOCIO,14.0,0.0,0.0,0.0
2016-10-20,MAD - MASTER - ANALITICA WEB,55.0,3.0,8.98,2.9933333333333336
2016-10-20,MAD - MASTER - BIG DATA,15.0,1.0,12.23,12.23
2016-10-20,MAD - MASTER - DATA SCIENCE,50.0,5.0,27.19,5.438
2016-10-20,MAD - MASTER - MARKETING ONLINE,24.0,2.0,23.45,11.725
2016-10-20,MAD - MASTER - UX,34.0,4.0,25.18,6.295
2016-10-20,NAC - MASTER - ANALITICA WEB,22.0,1.0,10.01,10.01
2016-10-20,NAC - MASTER - BIG DATA,15.0,1.0,4.38,4.38
2016-10-20,NAC - MASTER - DATA SCIENCE,18.0,0.0,0.0,0.0
