date,campaign,users,newUsers,bounces
2017-02-02,MAD - MASTER - ANALITICA WEB,2.0,1.0,1.0
2017-02-02,MAD - MASTER - BIG DATA,6.0,5.0,6.0
2017-02-02,MAD - MASTER - DATA SCIENCE,2.0,2.0,2.0
2017-02-02,MAD - MASTER - SEO y SEM,10.0,9.0,5.0
2017-02-02,MAD - MASTER - UX,8.0,8.0,6.0
2017-02-02,NAC - MASTER - BIG DATA,1.0,1.0,0.0
2017-02-02,NAC - MASTER - DATA SCIENCE,1.0,1.0,1.0
2017-02-02,NAC - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-02,NAC - MASTER - SEO y SEM,6.0,6.0,5.0
2017-02-02,NAC - MASTER - UX,6.0,6.0,4.0
2017-02-03,0 - MARCA,24.0,14.0,5.0
2017-02-03,0 - MARCA BCN,5.0,0.0,4.0
2017-02-03,BCN - MASTER - ANALITICA WEB,1.0,1.0,0.0
2017-02-03,BCN - MASTER - SEO y SEM,2.0,2.0,2.0
2017-02-03,BCN - MASTER - UX,2.0,2.0,1.0
2017-02-03,Competencia,5.0,5.0,5.0
2017-02-03,MAD - CURSO - ESTADISTICA,1.0,1.0,1.0
2017-02-03,MAD - CURSO - INTRO BLOCKCHAIN,14.0,13.0,8.0
2017-02-03,MAD - MASTER - ANALITICA WEB,2.0,1.0,1.0
2017-02-03,MAD - MASTER - BIG DATA,4.0,2.0,3.0
2017-02-03,MAD - MASTER - DATA SCIENCE,1.0,1.0,2.0
2017-02-03,MAD - MASTER - SEO y SEM,2.0,2.0,2.0
2017-02-03,MAD - MASTER - UX,6.0,5.0,3.0
2017-02-03,NAC - MASTER - BIG DATA,1.0,1.0,1.0
2017-02-03,NAC - MASTER - DATA SCIENCE,1.0,1.0,0.0
2017-02-03,NAC - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-03,NAC - MASTER - SEO y SEM,3.0,3.0,3.0
2017-02-03,NAC - MASTER - UX,3.0,3.0,3.0
2017-02-04,0 - MARCA,20.0,12.0,4.0
2017-02-04,0 - MARCA BCN,2.0,1.0,3.0
2017-02-04,ALI - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-04,BCN - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-04,BCN - MASTER - SEO y SEM,2.0,1.0,0.0
2017-02-04,BCN - MASTER - UX,1.0,1.0,1.0
2017-02-04,Competencia,6.0,6.0,5.0
2017-02-04,MAD - CURSO - ESTADISTICA,2.0,2.0,2.0
2017-02-04,MAD - CURSO - INTRO BLOCKCHAIN,14.0,14.0,13.0
2017-02-04,MAD - MASTER - BIG DATA,4.0,4.0,3.0
2017-02-04,MAD - MASTER - DATA SCIENCE,3.0,3.0,3.0
2017-02-04,MAD - MASTER - SEO y SEM,6.0,5.0,5.0
2017-02-04,MAD - MASTER - UX,2.0,2.0,2.0
2017-02-04,NAC - CURSO INT - CRO IGNITE,1.0,1.0,1.0
2017-02-04,NAC - MASTER - BIG DATA,1.0,1.0,1.0
2017-02-04,NAC - MASTER - DATA SCIENCE,3.0,3.0,2.0
2017-02-04,NAC - MASTER - SEO y SEM,4.0,4.0,3.0
2017-02-04,NAC - MASTER - UX,4.0,3.0,1.0
2017-02-05,0 - MARCA,25.0,13.0,10.0
2017-02-05,0 - MARCA BCN,2.0,1.0,0.0
2017-02-05,BCN - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-05,BCN - MASTER - SEO y SEM,3.0,2.0,3.0
2017-02-05,BCN - MASTER - UX,3.0,3.0,1.0
2017-02-05,Competencia,3.0,3.0,4.0
2017-02-05,MAD - CURSO - ESTADISTICA,2.0,2.0,2.0
2017-02-05,MAD - CURSO - INTRO BLOCKCHAIN,14.0,14.0,11.0
2017-02-05,MAD - CURSO INT - CRO IGNITE,1.0,1.0,1.0
2017-02-05,MAD - MASTER - ANALITICA WEB,2.0,1.0,1.0
2017-02-05,MAD - MASTER - BIG DATA,3.0,3.0,1.0
2017-02-05,MAD - MASTER - DATA SCIENCE,5.0,4.0,4.0
2017-02-05,MAD - MASTER - MARKETING ONLINE,2.0,2.0,1.0
2017-02-05,MAD - MASTER - SEO y SEM,6.0,6.0,4.0
2017-02-05,MAD - MASTER - UX,3.0,3.0,3.0
2017-02-05,NAC - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-05,NAC - MASTER - DATA SCIENCE,1.0,1.0,1.0
2017-02-05,NAC - MASTER - UX,9.0,9.0,10.0
2017-02-06,0 - MARCA,39.0,23.0,14.0
2017-02-06,0 - MARCA BCN,6.0,3.0,1.0
2017-02-06,BCN - MASTER - ANALITICA WEB,2.0,2.0,2.0
2017-02-06,BCN - MASTER - SEO y SEM,2.0,2.0,2.0
2017-02-06,BCN - MASTER - UX,2.0,2.0,1.0
2017-02-06,Competencia,5.0,4.0,5.0
2017-02-06,MAD - CURSO - ESTADISTICA,4.0,4.0,4.0
2017-02-06,MAD - CURSO - INTRO BLOCKCHAIN,20.0,20.0,19.0
2017-02-06,MAD - MASTER - ANALITICA WEB,2.0,2.0,1.0
2017-02-06,MAD - MASTER - BIG DATA,5.0,5.0,5.0
2017-02-06,MAD - MASTER - DATA SCIENCE,3.0,3.0,2.0
2017-02-06,MAD - MASTER - SEO y SEM,5.0,4.0,3.0
2017-02-06,MAD - MASTER - UX,3.0,3.0,3.0
2017-02-06,NAC - CURSO INT - CRO IGNITE,1.0,1.0,1.0
2017-02-06,NAC - MASTER - BIG DATA,1.0,1.0,1.0
2017-02-06,NAC - MASTER - DATA SCIENCE,3.0,3.0,3.0
2017-02-06,NAC - MASTER - MARKETING ONLINE,2.0,2.0,1.0
2017-02-06,NAC - MASTER - SEO y SEM,10.0,10.0,8.0
2017-02-06,NAC - MASTER - UX,3.0,3.0,2.0
2017-02-07,(not set),1.0,0.0,0.0
2017-02-07,0 - MARCA,41.0,18.0,10.0
2017-02-07,0 - MARCA BCN,5.0,2.0,0.0
2017-02-07,BCN - CURSO INT - CRO IGNITE,2.0,2.0,1.0
2017-02-07,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-07,BCN - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-07,BCN - MASTER - SEO y SEM,3.0,3.0,3.0
2017-02-07,BCN - MASTER - UX,2.0,2.0,1.0
2017-02-07,Competencia,5.0,4.0,5.0
2017-02-07,MAD - CURSO - ESTADISTICA,1.0,1.0,1.0
2017-02-07,MAD - CURSO - INTRO BLOCKCHAIN,13.0,12.0,10.0
2017-02-07,MAD - CURSO - SOLUCIONES NEGOCIO,1.0,1.0,1.0
2017-02-07,MAD - MASTER - ANALITICA WEB,2.0,2.0,1.0
2017-02-07,MAD - MASTER - BIG DATA,6.0,6.0,4.0
2017-02-07,MAD - MASTER - DATA SCIENCE,1.0,0.0,0.0
2017-02-07,MAD - MASTER - MARKETING ONLINE,2.0,2.0,2.0
2017-02-07,MAD - MASTER - SEO y SEM,4.0,4.0,3.0
2017-02-07,MAD - MASTER - UX,3.0,3.0,3.0
2017-02-07,NAC - MASTER - DATA SCIENCE,1.0,1.0,1.0
2017-02-07,NAC - MASTER - SEO y SEM,8.0,7.0,10.0
2017-02-07,NAC - MASTER - UX,7.0,6.0,6.0
2017-02-08,0 - MARCA,35.0,19.0,14.0
2017-02-08,0 - MARCA BCN,4.0,4.0,1.0
2017-02-08,BCN - CURSO INT - CRO IGNITE,1.0,0.0,2.0
2017-02-08,BCN - MASTER - ANALITICA WEB,1.0,1.0,0.0
2017-02-08,BCN - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-08,BCN - MASTER - SEO y SEM,1.0,1.0,0.0
2017-02-08,BCN - MASTER - UX,1.0,1.0,0.0
2017-02-08,Competencia,4.0,3.0,5.0
2017-02-08,MAD - CURSO - ESTADISTICA,2.0,2.0,1.0
2017-02-08,MAD - CURSO - INTRO BLOCKCHAIN,18.0,16.0,16.0
2017-02-08,MAD - CURSO - SOLUCIONES NEGOCIO,1.0,1.0,1.0
2017-02-08,MAD - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-08,MAD - MASTER - BIG DATA,4.0,4.0,3.0
2017-02-08,MAD - MASTER - DATA SCIENCE,2.0,2.0,3.0
2017-02-08,MAD - MASTER - SEO y SEM,4.0,2.0,3.0
2017-02-08,MAD - MASTER - UX,6.0,6.0,5.0
2017-02-08,NAC - MASTER - ANALITICA WEB,1.0,1.0,0.0
2017-02-08,NAC - MASTER - DATA SCIENCE,4.0,4.0,3.0
2017-02-08,NAC - MASTER - MARKETING ONLINE,3.0,3.0,2.0
2017-02-08,NAC - MASTER - SEO y SEM,10.0,9.0,8.0
2017-02-08,NAC - MASTER - UX,5.0,5.0,5.0
2017-02-09,0 - MARCA,29.0,15.0,13.0
2017-02-09,0 - MARCA BCN,3.0,3.0,1.0
2017-02-09,BCN - CURSO INT - CRO IGNITE,2.0,1.0,2.0
2017-02-09,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-09,BCN - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-09,BCN - MASTER - SEO y SEM,1.0,1.0,1.0
2017-02-09,BCN - MASTER - UX,1.0,1.0,1.0
2017-02-09,Competencia,3.0,2.0,3.0
2017-02-09,MAD - CURSO - ESTADISTICA,4.0,2.0,3.0
2017-02-09,MAD - CURSO - INTRO BLOCKCHAIN,12.0,12.0,14.0
2017-02-09,MAD - CURSO - SOLUCIONES NEGOCIO,1.0,1.0,1.0
2017-02-09,MAD - MASTER - ANALITICA WEB,4.0,1.0,3.0
2017-02-09,MAD - MASTER - BIG DATA,8.0,7.0,7.0
2017-02-09,MAD - MASTER - DATA SCIENCE,6.0,5.0,4.0
2017-02-09,MAD - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-09,MAD - MASTER - SEO y SEM,7.0,6.0,5.0
2017-02-09,MAD - MASTER - UX,4.0,3.0,2.0
2017-02-09,NAC - MASTER - DATA SCIENCE,1.0,0.0,0.0
2017-02-09,NAC - MASTER - SEO y SEM,5.0,4.0,6.0
2017-02-09,NAC - MASTER - UX,3.0,3.0,4.0
2017-02-10,0 - MARCA,23.0,8.0,8.0
2017-02-10,0 - MARCA BCN,7.0,4.0,3.0
2017-02-10,BCN - CURSO INT - CRO IGNITE,1.0,0.0,1.0
2017-02-10,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-10,BCN - MASTER - MARKETING ONLINE,1.0,0.0,1.0
2017-02-10,BCN - MASTER - SEO y SEM,2.0,2.0,1.0
2017-02-10,BCN - MASTER - UX,1.0,1.0,0.0
2017-02-10,Competencia,8.0,7.0,5.0
2017-02-10,MAD - CURSO - ESTADISTICA,2.0,2.0,1.0
2017-02-10,MAD - CURSO - INTRO BLOCKCHAIN,14.0,12.0,13.0
2017-02-10,MAD - CURSO - SOLUCIONES NEGOCIO,1.0,1.0,1.0
2017-02-10,MAD - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-10,MAD - MASTER - BIG DATA,4.0,4.0,2.0
2017-02-10,MAD - MASTER - DATA SCIENCE,5.0,3.0,3.0
2017-02-10,MAD - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-10,MAD - MASTER - SEO y SEM,3.0,2.0,2.0
2017-02-10,MAD - MASTER - UX,4.0,3.0,3.0
2017-02-10,NAC - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-10,NAC - MASTER - BIG DATA,2.0,2.0,2.0
2017-02-10,NAC - MASTER - MARKETING ONLINE,2.0,2.0,2.0
2017-02-10,NAC - MASTER - SEO y SEM,5.0,4.0,5.0
2017-02-10,NAC - MASTER - UX,3.0,2.0,2.0
2017-02-11,0 - MARCA,21.0,11.0,7.0
2017-02-11,0 - MARCA BCN,1.0,0.0,1.0
2017-02-11,BCN - CURSO INT - CRO IGNITE,1.0,0.0,0.0
2017-02-11,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-11,BCN - MASTER - SEO y SEM,1.0,1.0,0.0
2017-02-11,BCN - MASTER - UX,1.0,1.0,1.0
2017-02-11,MAD - CURSO - ESTADISTICA,1.0,0.0,1.0
2017-02-11,MAD - CURSO - INTRO BLOCKCHAIN,12.0,10.0,11.0
2017-02-11,MAD - MASTER - BIG DATA,4.0,4.0,4.0
2017-02-11,MAD - MASTER - DATA SCIENCE,6.0,4.0,4.0
2017-02-11,MAD - MASTER - MARKETING ONLINE,2.0,2.0,1.0
2017-02-11,MAD - MASTER - SEO y SEM,2.0,2.0,1.0
2017-02-11,MAD - MASTER - UX,3.0,3.0,3.0
2017-02-11,NAC - MASTER - BIG DATA,1.0,1.0,1.0
2017-02-11,NAC - MASTER - DATA SCIENCE,2.0,1.0,2.0
2017-02-11,NAC - MASTER - SEO y SEM,5.0,5.0,4.0
2017-02-11,NAC - MASTER - UX,2.0,2.0,2.0
2017-02-12,0 - MARCA,19.0,8.0,7.0
2017-02-12,0 - MARCA BCN,4.0,2.0,2.0
2017-02-12,BCN - CURSO INT - CRO IGNITE,2.0,1.0,1.0
2017-02-12,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-12,BCN - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-12,BCN - MASTER - SEO y SEM,3.0,3.0,2.0
2017-02-12,BCN - MASTER - UX,1.0,1.0,1.0
2017-02-12,MAD - CURSO - ESTADISTICA,3.0,2.0,3.0
2017-02-12,MAD - CURSO - INTRO BLOCKCHAIN,15.0,15.0,15.0
2017-02-12,MAD - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-12,MAD - MASTER - BIG DATA,3.0,2.0,3.0
2017-02-12,MAD - MASTER - DATA SCIENCE,8.0,5.0,7.0
2017-02-12,MAD - MASTER - SEO y SEM,3.0,3.0,2.0
2017-02-12,MAD - MASTER - UX,3.0,3.0,3.0
2017-02-12,NAC - CURSO INT - CRO IGNITE,1.0,1.0,0.0
2017-02-12,NAC - MASTER - DATA SCIENCE,1.0,1.0,1.0
2017-02-12,NAC - MASTER - MARKETING ONLINE,2.0,2.0,1.0
2017-02-12,NAC - MASTER - SEO y SEM,4.0,4.0,2.0
2017-02-12,NAC - MASTER - UX,4.0,3.0,3.0
2017-02-13,0 - MARCA,43.0,28.0,15.0
2017-02-13,0 - MARCA BCN,4.0,3.0,1.0
2017-02-13,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-13,BCN - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-13,BCN - MASTER - SEO y SEM,3.0,3.0,2.0
2017-02-13,BCN - MASTER - UX,3.0,3.0,2.0
2017-02-13,MAD - CURSO - ESTADISTICA,2.0,2.0,1.0
2017-02-13,MAD - CURSO - INTRO BLOCKCHAIN,20.0,17.0,21.0
2017-02-13,MAD - MASTER - ANALITICA WEB,2.0,2.0,2.0
2017-02-13,MAD - MASTER - BIG DATA,3.0,3.0,1.0
2017-02-13,MAD - MASTER - DATA SCIENCE,3.0,1.0,1.0
2017-02-13,MAD - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-13,MAD - MASTER - SEO y SEM,7.0,5.0,7.0
2017-02-13,MAD - MASTER - UX,8.0,8.0,7.0
2017-02-13,NAC - MASTER - ANALITICA WEB,3.0,2.0,3.0
2017-02-13,NAC - MASTER - BIG DATA,1.0,1.0,1.0
2017-02-13,NAC - MASTER - DATA SCIENCE,3.0,3.0,5.0
2017-02-13,NAC - MASTER - MARKETING ONLINE,2.0,2.0,1.0
2017-02-13,NAC - MASTER - SEO y SEM,3.0,3.0,5.0
2017-02-14,0 - MARCA,35.0,17.0,13.0
2017-02-14,0 - MARCA BCN,5.0,3.0,1.0
2017-02-14,BCN - CURSO INT - CRO IGNITE,3.0,0.0,0.0
2017-02-14,BCN - MASTER - ANALITICA WEB,1.0,0.0,0.0
2017-02-14,BCN - MASTER - SEO y SEM,1.0,1.0,1.0
2017-02-14,BCN - MASTER - UX,2.0,2.0,2.0
2017-02-14,MAD - CURSO - ESTADISTICA,5.0,5.0,4.0
2017-02-14,MAD - CURSO - INTRO BLOCKCHAIN,16.0,13.0,15.0
2017-02-14,MAD - MASTER - BIG DATA,4.0,3.0,1.0
2017-02-14,MAD - MASTER - DATA SCIENCE,6.0,3.0,4.0
2017-02-14,MAD - MASTER - SEO y SEM,4.0,4.0,4.0
2017-02-14,MAD - MASTER - UX,5.0,5.0,4.0
2017-02-14,NAC - MASTER - BIG DATA,1.0,1.0,1.0
2017-02-14,NAC - MASTER - DATA SCIENCE,2.0,2.0,2.0
2017-02-14,NAC - MASTER - MARKETING ONLINE,2.0,2.0,2.0
2017-02-14,NAC - MASTER - SEO y SEM,8.0,8.0,7.0
2017-02-14,NAC - MASTER - UX,3.0,3.0,3.0
2017-02-15,0 - MARCA,32.0,15.0,7.0
2017-02-15,0 - MARCA BCN,3.0,2.0,0.0
2017-02-15,ALI - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-15,BCN - CURSO INT - CRO IGNITE,3.0,2.0,2.0
2017-02-15,BCN - MASTER - ANALITICA WEB,2.0,1.0,2.0
2017-02-15,BCN - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-15,BCN - MASTER - SEO y SEM,2.0,2.0,2.0
2017-02-15,BCN - MASTER - UX,2.0,2.0,1.0
2017-02-15,MAD - CURSO - ESTADISTICA,1.0,1.0,1.0
2017-02-15,MAD - CURSO - INTRO BLOCKCHAIN,20.0,18.0,17.0
2017-02-15,MAD - MASTER - ANALITICA WEB,2.0,1.0,1.0
2017-02-15,MAD - MASTER - BIG DATA,1.0,1.0,1.0
2017-02-15,MAD - MASTER - DATA SCIENCE,7.0,5.0,1.0
2017-02-15,MAD - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-15,MAD - MASTER - SEO y SEM,6.0,5.0,3.0
2017-02-15,MAD - MASTER - UX,7.0,6.0,6.0
2017-02-15,NAC - MASTER - ANALITICA WEB,2.0,2.0,2.0
2017-02-15,NAC - MASTER - DATA SCIENCE,1.0,0.0,1.0
2017-02-15,NAC - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-15,NAC - MASTER - SEO y SEM,2.0,2.0,2.0
2017-02-15,NAC - MASTER - UX,4.0,4.0,4.0
2017-02-16,0 - MARCA,27.0,11.0,16.0
2017-02-16,0 - MARCA BCN,2.0,2.0,0.0
2017-02-16,ALI - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-16,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-16,BCN - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-16,BCN - MASTER - SEO y SEM,1.0,1.0,1.0
2017-02-16,BCN - MASTER - UX,2.0,2.0,1.0
2017-02-16,MAD - CURSO - ESTADISTICA,3.0,3.0,4.0
2017-02-16,MAD - CURSO - INBOUND MK,1.0,1.0,1.0
2017-02-16,MAD - CURSO - INTRO BLOCKCHAIN,20.0,17.0,18.0
2017-02-16,MAD - CURSO - SOLUCIONES NEGOCIO,1.0,1.0,1.0
2017-02-16,MAD - MASTER - ANALITICA WEB,2.0,1.0,0.0
2017-02-16,MAD - MASTER - BIG DATA,4.0,4.0,3.0
2017-02-16,MAD - MASTER - DATA SCIENCE,5.0,4.0,3.0
2017-02-16,MAD - MASTER - MARKETING ONLINE,2.0,2.0,2.0
2017-02-16,MAD - MASTER - SEO y SEM,5.0,5.0,4.0
2017-02-16,MAD - MASTER - UX,9.0,5.0,6.0
2017-02-16,NAC - MASTER - ANALITICA WEB,1.0,0.0,0.0
2017-02-16,NAC - MASTER - BIG DATA,3.0,3.0,3.0
2017-02-16,NAC - MASTER - DATA SCIENCE,1.0,1.0,1.0
2017-02-16,NAC - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-16,NAC - MASTER - SEO y SEM,5.0,4.0,4.0
2017-02-16,NAC - MASTER - UX,2.0,2.0,2.0
2017-02-17,0 - MARCA,25.0,13.0,9.0
2017-02-17,0 - MARCA BCN,1.0,1.0,0.0
2017-02-17,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-17,BCN - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-17,BCN - MASTER - SEO y SEM,2.0,1.0,2.0
2017-02-17,BCN - MASTER - UX,2.0,2.0,1.0
2017-02-17,MAD - CURSO - ESTADISTICA,3.0,2.0,1.0
2017-02-17,MAD - CURSO - INBOUND MK,1.0,1.0,0.0
2017-02-17,MAD - CURSO - INTRO BLOCKCHAIN,13.0,12.0,10.0
2017-02-17,MAD - MASTER - ANALITICA WEB,1.0,0.0,1.0
2017-02-17,MAD - MASTER - BIG DATA,4.0,4.0,2.0
2017-02-17,MAD - MASTER - DATA SCIENCE,2.0,1.0,1.0
2017-02-17,MAD - MASTER - SEO y SEM,6.0,4.0,3.0
2017-02-17,MAD - MASTER - UX,6.0,5.0,5.0
2017-02-17,NAC - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-17,NAC - MASTER - DATA SCIENCE,1.0,1.0,1.0
2017-02-17,NAC - MASTER - MARKETING ONLINE,2.0,2.0,2.0
2017-02-17,NAC - MASTER - SEO y SEM,4.0,2.0,4.0
2017-02-17,NAC - MASTER - UX,3.0,3.0,3.0
2017-02-18,0 - MARCA,13.0,9.0,3.0
2017-02-18,0 - MARCA BCN,3.0,2.0,1.0
2017-02-18,BCN - MASTER - SEO y SEM,1.0,1.0,1.0
2017-02-18,BCN - MASTER - UX,1.0,1.0,1.0
2017-02-18,MAD - CURSO - INBOUND MK,1.0,1.0,1.0
2017-02-18,MAD - CURSO - INTRO BLOCKCHAIN,14.0,12.0,15.0
2017-02-18,MAD - CURSO - SOLUCIONES NEGOCIO,1.0,1.0,1.0
2017-02-18,MAD - MASTER - ANALITICA WEB,1.0,0.0,1.0
2017-02-18,MAD - MASTER - BIG DATA,2.0,2.0,2.0
2017-02-18,MAD - MASTER - DATA SCIENCE,3.0,3.0,2.0
2017-02-18,MAD - MASTER - SEO y SEM,2.0,2.0,2.0
2017-02-18,MAD - MASTER - UX,2.0,2.0,2.0
2017-02-18,NAC - MASTER - BIG DATA,1.0,0.0,1.0
2017-02-18,NAC - MASTER - SEO y SEM,4.0,4.0,3.0
2017-02-18,NAC - MASTER - UX,2.0,1.0,1.0
2017-02-19,0 - MARCA,19.0,8.0,4.0
2017-02-19,0 - MARCA BCN,4.0,2.0,1.0
2017-02-19,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-19,BCN - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-19,BCN - MASTER - SEO y SEM,3.0,2.0,3.0
2017-02-19,BCN - MASTER - UX,3.0,3.0,2.0
2017-02-19,MAD - CURSO - ESTADISTICA,4.0,3.0,2.0
2017-02-19,MAD - CURSO - INBOUND MK,1.0,1.0,0.0
2017-02-19,MAD - CURSO - INTRO BLOCKCHAIN,15.0,15.0,15.0
2017-02-19,MAD - CURSO - SOLUCIONES NEGOCIO,2.0,2.0,2.0
2017-02-19,MAD - MASTER - BIG DATA,3.0,3.0,2.0
2017-02-19,MAD - MASTER - DATA SCIENCE,1.0,1.0,2.0
2017-02-19,MAD - MASTER - MARKETING ONLINE,1.0,1.0,2.0
2017-02-19,MAD - MASTER - SEO y SEM,2.0,1.0,1.0
2017-02-19,MAD - MASTER - UX,3.0,3.0,2.0
2017-02-19,NAC - CURSO INT - CRO IGNITE,1.0,0.0,1.0
2017-02-19,NAC - MASTER - ANALITICA WEB,2.0,2.0,2.0
2017-02-19,NAC - MASTER - DATA SCIENCE,1.0,1.0,1.0
2017-02-19,NAC - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-19,NAC - MASTER - UX,5.0,4.0,4.0
2017-02-20,0 - MARCA,22.0,11.0,6.0
2017-02-20,0 - MARCA BCN,5.0,3.0,0.0
2017-02-20,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-20,BCN - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-20,BCN - MASTER - SEO y SEM,5.0,4.0,4.0
2017-02-20,BCN - MASTER - UX,2.0,2.0,1.0
2017-02-20,MAD - CURSO - ESTADISTICA,1.0,1.0,1.0
2017-02-20,MAD - CURSO - INBOUND MK,2.0,2.0,1.0
2017-02-20,MAD - CURSO - INTRO BLOCKCHAIN,18.0,16.0,13.0
2017-02-20,MAD - CURSO - SOLUCIONES NEGOCIO,2.0,0.0,0.0
2017-02-20,MAD - MASTER - BIG DATA,3.0,2.0,2.0
2017-02-20,MAD - MASTER - DATA SCIENCE,7.0,5.0,4.0
2017-02-20,MAD - MASTER - SEO y SEM,2.0,2.0,2.0
2017-02-20,MAD - MASTER - UX,5.0,3.0,4.0
2017-02-20,NAC - MASTER - ANALITICA WEB,2.0,2.0,0.0
2017-02-20,NAC - MASTER - DATA SCIENCE,3.0,3.0,3.0
2017-02-20,NAC - MASTER - MARKETING ONLINE,2.0,1.0,2.0
2017-02-20,NAC - MASTER - SEO y SEM,5.0,5.0,4.0
2017-02-20,NAC - MASTER - UX,4.0,4.0,4.0
2017-02-21,0 - MARCA,35.0,20.0,6.0
2017-02-21,0 - MARCA BCN,7.0,2.0,2.0
2017-02-21,BCN - CURSO INT - CRO IGNITE,1.0,0.0,1.0
2017-02-21,BCN - MASTER - ANALITICA WEB,1.0,1.0,1.0
2017-02-21,BCN - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-21,BCN - MASTER - SEO y SEM,1.0,0.0,2.0
2017-02-21,MAD - CURSO - INBOUND MK,2.0,2.0,1.0
2017-02-21,MAD - CURSO - INTRO BLOCKCHAIN,12.0,11.0,8.0
2017-02-21,MAD - MASTER - ANALITICA WEB,1.0,1.0,0.0
2017-02-21,MAD - MASTER - BIG DATA,3.0,2.0,4.0
2017-02-21,MAD - MASTER - DATA SCIENCE,6.0,6.0,6.0
2017-02-21,MAD - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-21,MAD - MASTER - SEO y SEM,5.0,5.0,3.0
2017-02-21,MAD - MASTER - UX,8.0,5.0,6.0
2017-02-21,NAC - MASTER - ANALITICA WEB,3.0,3.0,1.0
2017-02-21,NAC - MASTER - BIG DATA,2.0,2.0,1.0
2017-02-21,NAC - MASTER - DATA SCIENCE,3.0,3.0,1.0
2017-02-21,NAC - MASTER - SEO y SEM,7.0,7.0,6.0
2017-02-21,NAC - MASTER - UX,2.0,2.0,1.0
2017-02-22,0 - MARCA,27.0,13.0,7.0
2017-02-22,0 - MARCA BCN,4.0,3.0,0.0
2017-02-22,ALI - MASTER - MARKETING ONLINE,1.0,1.0,1.0
2017-02-22,BCN - CURSO INT - CRO IGNITE,1.0,0.0,1.0
2017-02-22,BCN - MASTER - ANALITICA WEB,1.0,0.0,1.0
2017-02-22,BCN - MASTER - MARKETING ONLINE,1.0,1.0,0.0
2017-02-22,BCN - MASTER - SEO y SEM,3.0,2.0,3.0
2017-02-22,BCN - MASTER - UX,4.0,4.0,1.0
2017-02-22,MAD - CURSO - ESTADISTICA,2.0,1.0,1.0
2017-02-22,MAD - CURSO - INBOUND MK,2.0,2.0,1.0
2017-02-22,MAD - CURSO - INTRO BLOCKCHAIN,12.0,10.0,11.0
2017-02-22,MAD - MASTER - ANALITICA WEB,5.0,3.0,2.0
2017-02-22,MAD - MASTER - BIG DATA,5.0,4.0,3.0
2017-02-22,MAD - MASTER - DATA SCIENCE,6.0,6.0,5.0
2017-02-22,MAD - MASTER - MARKETING ONLINE,3.0,3.0,2.0
2017-02-22,MAD - MASTER - SEO y SEM,2.0,1.0,3.0
2017-02-22,MAD - MASTER - UX,2.0,2.0,2.0
2017-02-22,NAC - MASTER - ANALITICA WEB,1.0,1.0,0.0
