date,ciudad,programa,nombre,users,newUsers,bounces,impressions,adClicks,adCost,cpc,ctr
2017-01-28,NAC,MASTER,BIG DATA,1.0,1.0,2.0,93.0,2.0,10.91,5.455,0.02
2017-01-28,NAC,MASTER,DATA SCIENCE,1.0,1.0,0.0,33.0,2.0,14.35,7.175,0.06
2017-01-28,NAC,MASTER,MARKETING ONLINE,2.0,2.0,1.0,22.0,2.0,22.93,11.465,0.09
2017-01-28,NAC,MASTER,SEO y SEM,3.0,3.0,2.0,114.0,3.0,6.67,2.2233333333333336,0.03
2017-01-28,NAC,MASTER,UX,2.0,2.0,1.0,21.0,2.0,16.16,8.08,0.1
2017-01-29,BCN,MASTER,SEO y SEM,1.0,1.0,1.0,27.0,1.0,6.78,6.78,0.04
2017-01-29,BCN,MASTER,UX,1.0,1.0,1.0,43.0,1.0,3.55,3.55,0.02
2017-01-29,MAD,CURSO,ESTADISTICA,3.0,3.0,3.0,49.0,4.0,5.34,1.335,0.08
2017-01-29,MAD,CURSO,INTRO BLOCKCHAIN,13.0,13.0,13.0,606.0,23.0,14.66,0.6373913043478261,0.04
2017-01-29,MAD,CURSO,PROGRAMACION,2.0,2.0,2.0,30.0,3.0,13.95,4.65,0.1
2017-01-29,MAD,MASTER,ANALITICA WEB,3.0,2.0,1.0,7.0,3.0,28.31,9.436666666666666,0.43
2017-01-29,MAD,MASTER,BIG DATA,1.0,1.0,2.0,20.0,2.0,37.42,18.71,0.1
2017-01-29,MAD,MASTER,DATA SCIENCE,6.0,4.0,5.0,94.0,6.0,41.16,6.86,0.06
2017-01-29,MAD,MASTER,SEO y SEM,3.0,2.0,3.0,70.0,3.0,12.54,4.18,0.04
2017-01-29,MAD,MASTER,UX,4.0,4.0,2.0,40.0,4.0,29.37,7.3425,0.1
2017-01-29,NAC,MASTER,BIG DATA,2.0,2.0,1.0,23.0,2.0,8.34,4.17,0.09
2017-01-29,NAC,MASTER,DATA SCIENCE,2.0,2.0,2.0,96.0,3.0,2.68,0.8933333333333334,0.03
2017-01-29,NAC,MASTER,MARKETING ONLINE,2.0,2.0,2.0,25.0,2.0,27.2,13.6,0.08
2017-01-29,NAC,MASTER,SEO y SEM,7.0,6.0,6.0,157.0,8.0,38.18,4.7725,0.05
2017-01-29,NAC,MASTER,UX,2.0,2.0,2.0,52.0,3.0,10.28,3.4266666666666663,0.06
2017-01-30,BCN,CURSO INT,CRO IGNITE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2017-01-30,BCN,MASTER,ANALITICA WEB,2.0,0.0,2.0,25.0,2.0,7.11,3.555,0.08
2017-01-30,BCN,MASTER,MARKETING ONLINE,1.0,1.0,1.0,11.0,1.0,8.09,8.09,0.09
2017-01-30,BCN,MASTER,SEO y SEM,2.0,2.0,2.0,70.0,2.0,8.22,4.11,0.03
2017-01-30,BCN,MASTER,UX,2.0,2.0,2.0,50.0,2.0,4.88,2.44,0.04
2017-01-30,MAD,CURSO,ESTADISTICA,3.0,3.0,1.0,60.0,3.0,6.3,2.1,0.05
2017-01-30,MAD,CURSO,INTRO BLOCKCHAIN,18.0,17.0,11.0,703.0,24.0,14.21,0.5920833333333334,0.03
2017-01-30,MAD,CURSO,PROGRAMACION,1.0,1.0,1.0,29.0,1.0,6.73,6.73,0.03
2017-01-30,MAD,CURSO,SOLUCIONES NEGOCIO,1.0,1.0,1.0,10.0,1.0,1.73,1.73,0.1
2017-01-30,MAD,MASTER,ANALITICA WEB,2.0,2.0,2.0,38.0,2.0,18.51,9.255,0.05
2017-01-30,MAD,MASTER,BIG DATA,3.0,2.0,4.0,40.0,2.0,46.88,23.44,0.05
2017-01-30,MAD,MASTER,DATA SCIENCE,5.0,4.0,4.0,23.0,3.0,44.21,14.736666666666666,0.13
2017-01-30,MAD,MASTER,MARKETING ONLINE,1.0,1.0,2.0,30.0,2.0,13.07,6.535,0.07
2017-01-30,MAD,MASTER,SEO y SEM,8.0,6.0,8.0,107.0,8.0,71.27,8.90875,0.07
2017-01-30,MAD,MASTER,UX,2.0,2.0,1.0,67.0,2.0,15.82,7.91,0.03
2017-01-30,NAC,MASTER,MARKETING ONLINE,1.0,1.0,1.0,34.0,1.0,8.48,8.48,0.03
2017-01-30,NAC,MASTER,SEO y SEM,4.0,2.0,3.0,175.0,6.0,8.71,1.4516666666666667,0.03
2017-01-30,NAC,MASTER,UX,5.0,5.0,3.0,69.0,5.0,19.35,3.87,0.07
2017-01-31,BCN,MASTER,MARKETING ONLINE,1.0,1.0,0.0,21.0,1.0,8.24,8.24,0.05
2017-01-31,BCN,MASTER,SEO y SEM,1.0,1.0,1.0,13.0,1.0,3.68,3.68,0.08
2017-01-31,BCN,MASTER,UX,1.0,1.0,1.0,37.0,1.0,3.12,3.12,0.03
2017-01-31,MAD,CURSO,ESTADISTICA,2.0,2.0,1.0,86.0,2.0,1.43,0.715,0.02
2017-01-31,MAD,CURSO,INTRO BLOCKCHAIN,18.0,18.0,15.0,564.0,19.0,14.3,0.7526315789473684,0.03
2017-01-31,MAD,CURSO,PROGRAMACION,2.0,0.0,2.0,27.0,2.0,3.87,1.935,0.07
2017-01-31,MAD,CURSO,SOLUCIONES NEGOCIO,1.0,1.0,1.0,28.0,1.0,1.26,1.26,0.04
2017-01-31,MAD,CURSO INT,CRO IGNITE,1.0,0.0,1.0,5.0,2.0,0.68,0.34,0.4
2017-01-31,MAD,MASTER,ANALITICA WEB,2.0,1.0,0.0,55.0,2.0,9.81,4.905,0.04
2017-01-31,MAD,MASTER,BIG DATA,5.0,4.0,5.0,92.0,4.0,24.99,6.2475,0.04
2017-01-31,MAD,MASTER,DATA SCIENCE,4.0,4.0,1.0,69.0,4.0,37.55,9.3875,0.06
2017-01-31,MAD,MASTER,MARKETING ONLINE,1.0,1.0,1.0,73.0,1.0,5.04,5.04,0.01
2017-01-31,MAD,MASTER,SEO y SEM,11.0,10.0,9.0,160.0,12.0,58.04,4.836666666666667,0.08
2017-01-31,MAD,MASTER,UX,3.0,3.0,2.0,72.0,3.0,21.94,7.3133333333333335,0.04
2017-01-31,NAC,MASTER,DATA SCIENCE,2.0,1.0,2.0,53.0,2.0,8.53,4.265,0.04
2017-01-31,NAC,MASTER,SEO y SEM,6.0,6.0,6.0,277.0,7.0,22.03,3.1471428571428572,0.03
2017-01-31,NAC,MASTER,UX,6.0,5.0,6.0,75.0,6.0,11.76,1.96,0.08
2017-02-01,BCN,MASTER,ANALITICA WEB,1.0,1.0,1.0,5.0,1.0,7.67,7.67,0.2
2017-02-01,BCN,MASTER,MARKETING ONLINE,1.0,1.0,0.0,16.0,2.0,8.16,4.08,0.12
2017-02-01,BCN,MASTER,SEO y SEM,1.0,1.0,1.0,18.0,1.0,8.4,8.4,0.06
2017-02-01,BCN,MASTER,UX,2.0,2.0,3.0,38.0,3.0,6.02,2.006666666666667,0.08
2017-02-01,MAD,CURSO,ESTADISTICA,3.0,2.0,2.0,81.0,3.0,5.37,1.79,0.04
2017-02-01,MAD,CURSO,INTRO BLOCKCHAIN,18.0,17.0,16.0,699.0,22.0,13.99,0.635909090909091,0.03
2017-02-01,MAD,CURSO,SOLUCIONES NEGOCIO,1.0,1.0,1.0,13.0,1.0,2.2,2.2,0.08
2017-02-01,MAD,MASTER,ANALITICA WEB,1.0,0.0,1.0,67.0,2.0,14.66,7.33,0.03
2017-02-01,MAD,MASTER,DATA SCIENCE,7.0,6.0,4.0,95.0,7.0,52.38,7.482857142857143,0.07
2017-02-01,MAD,MASTER,MARKETING ONLINE,1.0,1.0,1.0,16.0,2.0,28.2,14.1,0.12
2017-02-01,MAD,MASTER,SEO y SEM,5.0,5.0,4.0,106.0,4.0,50.13,12.5325,0.04
2017-02-01,MAD,MASTER,UX,5.0,5.0,2.0,32.0,5.0,30.34,6.068,0.16
2017-02-01,NAC,CURSO INT,CRO IGNITE,1.0,1.0,1.0,13.0,1.0,0.54,0.54,0.08
2017-02-01,NAC,MASTER,ANALITICA WEB,2.0,2.0,1.0,64.0,2.0,7.66,3.83,0.03
2017-02-01,NAC,MASTER,BIG DATA,1.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0
2017-02-01,NAC,MASTER,DATA SCIENCE,3.0,3.0,2.0,65.0,4.0,11.7,2.925,0.06
2017-02-01,NAC,MASTER,SEO y SEM,5.0,5.0,5.0,216.0,6.0,20.71,3.4516666666666667,0.03
2017-02-01,NAC,MASTER,UX,4.0,3.0,3.0,60.0,3.0,16.97,5.656666666666667,0.05
2017-02-02,ALI,MASTER,MARKETING ONLINE,1.0,1.0,0.0,15.0,1.0,7.04,7.04,0.07
2017-02-02,BCN,MASTER,ANALITICA WEB,1.0,0.0,1.0,3.0,1.0,8.02,8.02,0.33
2017-02-02,BCN,MASTER,MARKETING ONLINE,1.0,1.0,1.0,47.0,1.0,2.69,2.69,0.02
2017-02-02,BCN,MASTER,SEO y SEM,1.0,1.0,1.0,18.0,1.0,8.09,8.09,0.06
2017-02-02,BCN,MASTER,UX,1.0,1.0,0.0,124.0,1.0,4.51,4.51,0.01
2017-02-02,MAD,CURSO,ESTADISTICA,1.0,1.0,1.0,34.0,1.0,6.66,6.66,0.03
2017-02-02,MAD,CURSO,INTRO BLOCKCHAIN,17.0,16.0,12.0,760.0,21.0,14.18,0.6752380952380953,0.03
2017-02-02,MAD,CURSO,SOLUCIONES NEGOCIO,1.0,1.0,1.0,16.0,1.0,1.87,1.87,0.06
2017-02-02,MAD,MASTER,ANALITICA WEB,2.0,1.0,1.0,22.0,2.0,28.08,14.04,0.09
2017-02-02,MAD,MASTER,BIG DATA,6.0,5.0,6.0,133.0,7.0,59.05,8.435714285714285,0.05
2017-02-02,MAD,MASTER,DATA SCIENCE,2.0,2.0,2.0,12.0,2.0,32.1,16.05,0.17
2017-02-02,MAD,MASTER,SEO y SEM,10.0,9.0,5.0,111.0,9.0,48.35,5.372222222222222,0.08
2017-02-02,MAD,MASTER,UX,8.0,8.0,6.0,141.0,9.0,30.76,3.417777777777778,0.06
2017-02-02,NAC,MASTER,BIG DATA,1.0,1.0,0.0,99.0,1.0,4.83,4.83,0.01
2017-02-02,NAC,MASTER,DATA SCIENCE,1.0,1.0,1.0,12.0,1.0,31.67,31.67,0.08
2017-02-02,NAC,MASTER,MARKETING ONLINE,1.0,1.0,1.0,17.0,1.0,28.76,28.76,0.06
2017-02-02,NAC,MASTER,SEO y SEM,6.0,6.0,5.0,192.0,6.0,28.01,4.668333333333333,0.03
2017-02-02,NAC,MASTER,UX,6.0,6.0,4.0,184.0,6.0,13.78,2.2966666666666664,0.03
2017-02-03,BCN,MASTER,ANALITICA WEB,1.0,1.0,0.0,17.0,1.0,8.36,8.36,0.06
2017-02-03,BCN,MASTER,SEO y SEM,2.0,2.0,2.0,41.0,2.0,8.23,4.115,0.05
2017-02-03,BCN,MASTER,UX,2.0,2.0,1.0,94.0,2.0,4.52,2.26,0.02
2017-02-03,MAD,CURSO,ESTADISTICA,1.0,1.0,1.0,53.0,1.0,0.99,0.99,0.02
2017-02-03,MAD,CURSO,INTRO BLOCKCHAIN,14.0,13.0,8.0,548.0,18.0,12.96,0.72,0.03
2017-02-03,MAD,MASTER,ANALITICA WEB,2.0,1.0,1.0,55.0,2.0,27.83,13.915,0.04
2017-02-03,MAD,MASTER,BIG DATA,4.0,2.0,3.0,46.0,3.0,59.83,19.94333333333333,0.07
2017-02-03,MAD,MASTER,DATA SCIENCE,1.0,1.0,2.0,12.0,2.0,95.86,47.93,0.17
2017-02-03,MAD,MASTER,SEO y SEM,2.0,2.0,2.0,93.0,2.0,45.66,22.83,0.02
2017-02-03,MAD,MASTER,UX,6.0,5.0,3.0,89.0,6.0,27.7,4.616666666666667,0.07
2017-02-03,NAC,MASTER,BIG DATA,1.0,1.0,1.0,37.0,1.0,0.51,0.51,0.03
2017-02-03,NAC,MASTER,DATA SCIENCE,1.0,1.0,0.0,21.0,1.0,23.79,23.79,0.05
2017-02-03,NAC,MASTER,MARKETING ONLINE,1.0,1.0,1.0,52.0,1.0,22.14,22.14,0.02
2017-02-03,NAC,MASTER,SEO y SEM,3.0,3.0,3.0,123.0,3.0,19.28,6.426666666666667,0.02
2017-02-03,NAC,MASTER,UX,3.0,3.0,3.0,109.0,3.0,16.53,5.51,0.03
2017-02-04,ALI,MASTER,MARKETING ONLINE,1.0,1.0,1.0,8.0,1.0,7.26,7.26,0.12
2017-02-04,BCN,MASTER,MARKETING ONLINE,1.0,1.0,1.0,23.0,1.0,8.1,8.1,0.04
2017-02-04,BCN,MASTER,SEO y SEM,2.0,1.0,0.0,58.0,2.0,7.15,3.575,0.03
2017-02-04,BCN,MASTER,UX,1.0,1.0,1.0,6.0,2.0,5.4,2.7,0.33
2017-02-04,MAD,CURSO,ESTADISTICA,2.0,2.0,2.0,48.0,2.0,1.79,0.895,0.04
2017-02-04,MAD,CURSO,INTRO BLOCKCHAIN,14.0,14.0,13.0,879.0,21.0,13.23,0.63,0.02
2017-02-04,MAD,MASTER,BIG DATA,4.0,4.0,3.0,83.0,4.0,58.22,14.555,0.05
2017-02-04,MAD,MASTER,DATA SCIENCE,3.0,3.0,3.0,86.0,3.0,26.72,8.906666666666666,0.03
2017-02-04,MAD,MASTER,SEO y SEM,6.0,5.0,5.0,75.0,6.0,55.06,9.176666666666666,0.08
2017-02-04,MAD,MASTER,UX,2.0,2.0,2.0,38.0,4.0,16.64,4.16,0.11
2017-02-04,NAC,CURSO INT,CRO IGNITE,1.0,1.0,1.0,14.0,1.0,1.49,1.49,0.07
2017-02-04,NAC,MASTER,BIG DATA,1.0,1.0,1.0,71.0,1.0,5.93,5.93,0.01
2017-02-04,NAC,MASTER,DATA SCIENCE,3.0,3.0,2.0,35.0,3.0,34.66,11.553333333333335,0.09
2017-02-04,NAC,MASTER,SEO y SEM,4.0,4.0,3.0,112.0,4.0,22.77,5.6925,0.04
2017-02-04,NAC,MASTER,UX,4.0,3.0,1.0,64.0,4.0,29.82,7.455,0.06
2017-02-05,BCN,MASTER,SEO y SEM,3.0,2.0,3.0,29.0,3.0,8.39,2.7966666666666664,0.1
2017-02-05,BCN,MASTER,UX,3.0,3.0,1.0,50.0,3.0,5.4,1.8,0.06
2017-02-05,MAD,CURSO,ESTADISTICA,2.0,2.0,2.0,46.0,2.0,1.28,0.64,0.04
2017-02-05,MAD,CURSO,INTRO BLOCKCHAIN,14.0,14.0,11.0,629.0,20.0,13.35,0.6675,0.03
2017-02-05,MAD,CURSO INT,CRO IGNITE,1.0,1.0,1.0,3.0,1.0,3.21,3.21,0.33
2017-02-05,MAD,MASTER,ANALITICA WEB,2.0,1.0,1.0,28.0,2.0,25.48,12.74,0.07
2017-02-05,MAD,MASTER,BIG DATA,3.0,3.0,1.0,33.0,3.0,61.92,20.64,0.09
2017-02-05,MAD,MASTER,DATA SCIENCE,5.0,4.0,4.0,101.0,5.0,33.6,6.72,0.05
2017-02-05,MAD,MASTER,MARKETING ONLINE,2.0,2.0,1.0,27.0,2.0,28.12,14.06,0.07
2017-02-05,MAD,MASTER,SEO y SEM,6.0,6.0,4.0,66.0,6.0,19.73,3.2883333333333336,0.09
2017-02-05,MAD,MASTER,UX,3.0,3.0,3.0,92.0,3.0,22.52,7.506666666666667,0.03
2017-02-05,NAC,MASTER,ANALITICA WEB,1.0,1.0,1.0,26.0,1.0,2.83,2.83,0.04
2017-02-05,NAC,MASTER,DATA SCIENCE,1.0,1.0,1.0,55.0,1.0,1.13,1.13,0.02
2017-02-05,NAC,MASTER,UX,9.0,9.0,10.0,168.0,11.0,21.0,1.9090909090909092,0.07
2017-02-06,BCN,MASTER,ANALITICA WEB,2.0,2.0,2.0,36.0,2.0,8.37,4.185,0.06
2017-02-06,BCN,MASTER,SEO y SEM,2.0,2.0,2.0,65.0,2.0,8.13,4.065,0.03
2017-02-06,BCN,MASTER,UX,2.0,2.0,1.0,30.0,2.0,5.4,2.7,0.07
2017-02-06,MAD,CURSO,ESTADISTICA,4.0,4.0,4.0,72.0,4.0,5.79,1.4475,0.06
2017-02-06,MAD,CURSO,INTRO BLOCKCHAIN,20.0,20.0,19.0,1003.0,25.0,14.1,0.564,0.02
2017-02-06,MAD,MASTER,ANALITICA WEB,2.0,2.0,1.0,24.0,2.0,28.81,14.405,0.08
2017-02-06,MAD,MASTER,BIG DATA,5.0,5.0,5.0,154.0,5.0,68.43,13.686,0.03
2017-02-06,MAD,MASTER,DATA SCIENCE,3.0,3.0,2.0,141.0,3.0,27.49,9.163333333333334,0.02
2017-02-06,MAD,MASTER,SEO y SEM,5.0,4.0,3.0,119.0,5.0,43.66,8.732,0.04
2017-02-06,MAD,MASTER,UX,3.0,3.0,3.0,54.0,4.0,28.76,7.19,0.07
2017-02-06,NAC,CURSO INT,CRO IGNITE,1.0,1.0,1.0,4.0,1.0,1.62,1.62,0.25
2017-02-06,NAC,MASTER,BIG DATA,1.0,1.0,1.0,82.0,1.0,5.23,5.23,0.01
2017-02-06,NAC,MASTER,DATA SCIENCE,3.0,3.0,3.0,86.0,3.0,36.12,12.04,0.03
2017-02-06,NAC,MASTER,MARKETING ONLINE,2.0,2.0,1.0,48.0,2.0,28.29,14.145,0.04
2017-02-06,NAC,MASTER,SEO y SEM,10.0,10.0,8.0,218.0,10.0,35.83,3.583,0.05
2017-02-06,NAC,MASTER,UX,3.0,3.0,2.0,73.0,3.0,20.5,6.833333333333333,0.04
2017-02-07,BCN,CURSO INT,CRO IGNITE,2.0,2.0,1.0,8.0,3.0,1.38,0.46,0.38
2017-02-07,BCN,MASTER,ANALITICA WEB,1.0,1.0,1.0,13.0,1.0,8.39,8.39,0.08
2017-02-07,BCN,MASTER,MARKETING ONLINE,1.0,1.0,1.0,29.0,1.0,7.66,7.66,0.03
2017-02-07,BCN,MASTER,SEO y SEM,3.0,3.0,3.0,75.0,3.0,7.84,2.6133333333333333,0.04
2017-02-07,BCN,MASTER,UX,2.0,2.0,1.0,25.0,2.0,5.4,2.7,0.08
2017-02-07,MAD,CURSO,ESTADISTICA,1.0,1.0,1.0,79.0,3.0,3.69,1.23,0.04
2017-02-07,MAD,CURSO,INTRO BLOCKCHAIN,13.0,12.0,10.0,659.0,18.0,14.36,0.7977777777777777,0.03
2017-02-07,MAD,CURSO,SOLUCIONES NEGOCIO,1.0,1.0,1.0,19.0,1.0,1.81,1.81,0.05
2017-02-07,MAD,MASTER,ANALITICA WEB,2.0,2.0,1.0,22.0,2.0,26.24,13.12,0.09
2017-02-07,MAD,MASTER,BIG DATA,6.0,6.0,4.0,47.0,6.0,68.21,11.368333333333334,0.13
2017-02-07,MAD,MASTER,DATA SCIENCE,1.0,0.0,0.0,17.0,2.0,30.0,15.0,0.12
2017-02-07,MAD,MASTER,MARKETING ONLINE,2.0,2.0,2.0,13.0,2.0,7.68,3.84,0.15
2017-02-07,MAD,MASTER,SEO y SEM,4.0,4.0,3.0,145.0,4.0,29.74,7.435,0.03
2017-02-07,MAD,MASTER,UX,3.0,3.0,3.0,54.0,3.0,17.0,5.666666666666667,0.06
2017-02-07,NAC,MASTER,DATA SCIENCE,1.0,1.0,1.0,16.0,2.0,33.49,16.745,0.12
2017-02-07,NAC,MASTER,SEO y SEM,8.0,7.0,10.0,279.0,10.0,28.95,2.895,0.04
2017-02-07,NAC,MASTER,UX,7.0,6.0,6.0,98.0,8.0,28.76,3.595,0.08
2017-02-08,BCN,CURSO INT,CRO IGNITE,1.0,0.0,2.0,5.0,2.0,1.18,0.59,0.4
2017-02-08,BCN,MASTER,ANALITICA WEB,1.0,1.0,0.0,5.0,1.0,7.74,7.74,0.2
2017-02-08,BCN,MASTER,MARKETING ONLINE,1.0,1.0,1.0,13.0,1.0,7.53,7.53,0.08
2017-02-08,BCN,MASTER,SEO y SEM,1.0,1.0,0.0,9.0,1.0,7.81,7.81,0.11
2017-02-08,BCN,MASTER,UX,1.0,1.0,0.0,32.0,2.0,5.31,2.655,0.06
2017-02-08,MAD,CURSO,ESTADISTICA,2.0,2.0,1.0,100.0,3.0,7.13,2.3766666666666665,0.03
2017-02-08,MAD,CURSO,INTRO BLOCKCHAIN,18.0,16.0,16.0,691.0,20.0,13.42,0.671,0.03
2017-02-08,MAD,CURSO,SOLUCIONES NEGOCIO,1.0,1.0,1.0,10.0,1.0,1.85,1.85,0.1
2017-02-08,MAD,MASTER,ANALITICA WEB,1.0,1.0,1.0,16.0,2.0,16.77,8.385,0.12
2017-02-08,MAD,MASTER,BIG DATA,4.0,4.0,3.0,129.0,5.0,68.32,13.664,0.04
2017-02-08,MAD,MASTER,DATA SCIENCE,2.0,2.0,3.0,91.0,1.0,21.09,21.09,0.01
2017-02-08,MAD,MASTER,SEO y SEM,4.0,2.0,3.0,138.0,4.0,14.57,3.6425,0.03
2017-02-08,MAD,MASTER,UX,6.0,6.0,5.0,102.0,6.0,28.69,4.781666666666667,0.06
2017-02-08,NAC,MASTER,ANALITICA WEB,1.0,1.0,0.0,12.0,1.0,10.55,10.55,0.08
2017-02-08,NAC,MASTER,DATA SCIENCE,4.0,4.0,3.0,75.0,5.0,41.2,8.24,0.07
2017-02-08,NAC,MASTER,MARKETING ONLINE,3.0,3.0,2.0,100.0,3.0,28.49,9.496666666666666,0.03
2017-02-08,NAC,MASTER,SEO y SEM,10.0,9.0,8.0,205.0,14.0,61.07,4.3621428571428575,0.07
2017-02-08,NAC,MASTER,UX,5.0,5.0,5.0,145.0,5.0,17.03,3.406,0.03
2017-02-09,BCN,CURSO INT,CRO IGNITE,2.0,1.0,2.0,8.0,3.0,2.06,0.6866666666666666,0.38
2017-02-09,BCN,MASTER,ANALITICA WEB,1.0,1.0,1.0,33.0,1.0,6.48,6.48,0.03
2017-02-09,BCN,MASTER,MARKETING ONLINE,1.0,1.0,0.0,72.0,1.0,8.18,8.18,0.01
2017-02-09,BCN,MASTER,SEO y SEM,1.0,1.0,1.0,8.0,1.0,8.16,8.16,0.12
2017-02-09,BCN,MASTER,UX,1.0,1.0,1.0,4.0,1.0,5.39,5.39,0.25
2017-02-09,MAD,CURSO,ESTADISTICA,4.0,2.0,3.0,71.0,3.0,6.12,2.04,0.04
2017-02-09,MAD,CURSO,INTRO BLOCKCHAIN,12.0,12.0,14.0,690.0,16.0,13.53,0.845625,0.02
2017-02-09,MAD,CURSO,SOLUCIONES NEGOCIO,1.0,1.0,1.0,3.0,1.0,2.78,2.78,0.33
2017-02-09,MAD,MASTER,ANALITICA WEB,4.0,1.0,3.0,11.0,3.0,27.04,9.013333333333334,0.27
2017-02-09,MAD,MASTER,BIG DATA,8.0,7.0,7.0,152.0,10.0,74.36,7.436,0.07
2017-02-09,MAD,MASTER,DATA SCIENCE,6.0,5.0,4.0,66.0,6.0,33.7,5.616666666666667,0.09
2017-02-09,MAD,MASTER,MARKETING ONLINE,1.0,1.0,1.0,14.0,1.0,28.0,28.0,0.07
2017-02-09,MAD,MASTER,SEO y SEM,7.0,6.0,5.0,154.0,8.0,57.22,7.1525,0.05
2017-02-09,MAD,MASTER,UX,4.0,3.0,2.0,40.0,5.0,38.9,7.78,0.12
2017-02-09,NAC,MASTER,DATA SCIENCE,1.0,0.0,0.0,40.0,1.0,26.33,26.33,0.02
2017-02-09,NAC,MASTER,SEO y SEM,5.0,4.0,6.0,197.0,6.0,18.6,3.1,0.03
2017-02-09,NAC,MASTER,UX,3.0,3.0,4.0,70.0,3.0,6.12,2.04,0.04
2017-02-10,BCN,MASTER,ANALITICA WEB,1.0,1.0,1.0,6.0,1.0,8.07,8.07,0.17
2017-02-10,BCN,MASTER,MARKETING ONLINE,1.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0
2017-02-10,BCN,MASTER,SEO y SEM,2.0,2.0,1.0,43.0,2.0,8.39,4.195,0.05
2017-02-10,BCN,MASTER,UX,1.0,1.0,0.0,17.0,1.0,5.4,5.4,0.06
2017-02-10,MAD,CURSO,ESTADISTICA,2.0,2.0,1.0,79.0,3.0,3.6,1.2,0.04
2017-02-10,MAD,CURSO,INTRO BLOCKCHAIN,14.0,12.0,13.0,781.0,17.0,13.25,0.7794117647058824,0.02
2017-02-10,MAD,CURSO,SOLUCIONES NEGOCIO,1.0,1.0,1.0,2.0,1.0,2.64,2.64,0.5
2017-02-10,MAD,MASTER,ANALITICA WEB,1.0,1.0,1.0,24.0,1.0,17.51,17.51,0.04
2017-02-10,MAD,MASTER,BIG DATA,4.0,4.0,2.0,119.0,5.0,55.61,11.122,0.04
2017-02-10,MAD,MASTER,DATA SCIENCE,5.0,3.0,3.0,35.0,5.0,67.97,13.594,0.14
2017-02-10,MAD,MASTER,MARKETING ONLINE,1.0,1.0,0.0,36.0,1.0,7.45,7.45,0.03
2017-02-10,MAD,MASTER,SEO y SEM,3.0,2.0,2.0,131.0,3.0,11.44,3.8133333333333335,0.02
2017-02-10,MAD,MASTER,UX,4.0,3.0,3.0,58.0,4.0,18.67,4.6675,0.07
2017-02-10,NAC,MASTER,ANALITICA WEB,1.0,1.0,1.0,25.0,1.0,10.5,10.5,0.04
2017-02-10,NAC,MASTER,BIG DATA,2.0,2.0,2.0,81.0,2.0,21.42,10.71,0.02
2017-02-10,NAC,MASTER,MARKETING ONLINE,2.0,2.0,2.0,30.0,2.0,21.35,10.675,0.07
2017-02-10,NAC,MASTER,SEO y SEM,5.0,4.0,5.0,239.0,7.0,37.71,5.387142857142857,0.03
2017-02-10,NAC,MASTER,UX,3.0,2.0,2.0,83.0,4.0,23.91,5.9775,0.05
2017-02-11,BCN,CURSO INT,CRO IGNITE,1.0,0.0,0.0,3.0,1.0,0.36,0.36,0.33
2017-02-11,BCN,MASTER,ANALITICA WEB,1.0,1.0,1.0,19.0,1.0,7.31,7.31,0.05
2017-02-11,BCN,MASTER,SEO y SEM,1.0,1.0,0.0,45.0,1.0,5.22,5.22,0.02
2017-02-11,BCN,MASTER,UX,1.0,1.0,1.0,9.0,1.0,5.35,5.35,0.11
2017-02-11,MAD,CURSO,ESTADISTICA,1.0,0.0,1.0,59.0,0.0,0.0,0.0,0.0
2017-02-11,MAD,CURSO,INTRO BLOCKCHAIN,12.0,10.0,11.0,865.0,15.0,12.81,0.854,0.02
2017-02-11,MAD,MASTER,BIG DATA,4.0,4.0,4.0,40.0,4.0,66.39,16.5975,0.1
2017-02-11,MAD,MASTER,DATA SCIENCE,6.0,4.0,4.0,86.0,5.0,45.78,9.156,0.06
2017-02-11,MAD,MASTER,MARKETING ONLINE,2.0,2.0,1.0,48.0,2.0,21.17,10.585,0.04
2017-02-11,MAD,MASTER,SEO y SEM,2.0,2.0,1.0,82.0,3.0,27.99,9.33,0.04
2017-02-11,MAD,MASTER,UX,3.0,3.0,3.0,11.0,3.0,15.71,5.236666666666667,0.27
2017-02-11,NAC,MASTER,BIG DATA,1.0,1.0,1.0,42.0,1.0,10.23,10.23,0.02
2017-02-11,NAC,MASTER,DATA SCIENCE,2.0,1.0,2.0,67.0,2.0,1.47,0.735,0.03
2017-02-11,NAC,MASTER,SEO y SEM,5.0,5.0,4.0,128.0,6.0,43.1,7.183333333333333,0.05
2017-02-11,NAC,MASTER,UX,2.0,2.0,2.0,33.0,3.0,37.47,12.49,0.09
2017-02-12,BCN,CURSO INT,CRO IGNITE,2.0,1.0,1.0,8.0,3.0,1.24,0.41333333333333333,0.38
2017-02-12,BCN,MASTER,ANALITICA WEB,1.0,1.0,1.0,11.0,2.0,12.02,6.01,0.18
2017-02-12,BCN,MASTER,MARKETING ONLINE,1.0,1.0,0.0,29.0,1.0,8.38,8.38,0.03
2017-02-12,BCN,MASTER,SEO y SEM,3.0,3.0,2.0,27.0,3.0,7.89,2.63,0.11
2017-02-12,BCN,MASTER,UX,1.0,1.0,1.0,33.0,1.0,3.39,3.39,0.03
